question,answer,text
"I saw an amazing video about the korban pesach, where it shows the Kohanim standing on benches while the blood raises high. It does say this in Psachim 65b, but something bothers me: how come we never heard about these benches that are connected to the ground when we learn about tzuras habayis?","
Some say it wasn’t a necessity, or it was done only occasionally, or for a short amount of time.","###question 
 I saw an amazing video about the korban pesach, where it shows the Kohanim standing on benches while the blood raises high. It does say this in Psachim 65b, but something bothers me: how come we never heard about these benches that are connected to the ground when we learn about tzuras habayis?.
 ###answer 
 
Some say it wasn’t a necessity, or it was done only occasionally, or for a short amount of time."
" I made oatmeal cookies, later there were 2 bugs found in the leftover oatmeal. Are the cookies still ok to be eaten?",Yes.,"###question 
  I made oatmeal cookies, later there were 2 bugs found in the leftover oatmeal. Are the cookies still ok to be eaten?.
 ###answer 
 Yes."
"My son’s third birthday is on 10 Av, which falls out on Tisha B’av this year, as it is a Nidcha. When should we we make the Upsherenish? Should it be Sunday night (Motzei the fast – since it is after a Nidcha), or only on Monday, and if so – Monday morning or Monday only after Chatzos?","
The Upshernish should be held Sunday night.","###question 
 My son’s third birthday is on 10 Av, which falls out on Tisha B’av this year, as it is a Nidcha. When should we we make the Upsherenish? Should it be Sunday night (Motzei the fast – since it is after a Nidcha), or only on Monday, and if so – Monday morning or Monday only after Chatzos?.
 ###answer 
 
The Upshernish should be held Sunday night."
" May I buy unisex tshirts for my son, with a label that says ‘Women’s’? The women’s one fits him perfect.",This is permitted if it doesn’t look like a woman’s garment and it’s normal for men to wear it.,"###question 
  May I buy unisex tshirts for my son, with a label that says ‘Women’s’? The women’s one fits him perfect..
 ###answer 
 This is permitted if it doesn’t look like a woman’s garment and it’s normal for men to wear it."
" When is Siyum HaKadish?
BH dear Rabbi, my father passed on the first day of Rosh Chodesh Iyar this year – the 30th of Nissan. As Adar only has 29 days, would I be stopping to say Kaddish for the 11 months erev Rosh Chodesh Nissan? Or on Rosh Chodesh after mincha?","
The common custom seems to be to stop and say the last kaddish at Mincha on Erev Rosh Chodesh (though it would appear to me that one should stop on the 28th at Mincha).
Yes, one does daven by the amud on erev Rosh Chodesh.","###question 
  When is Siyum HaKadish?
BH dear Rabbi, my father passed on the first day of Rosh Chodesh Iyar this year – the 30th of Nissan. As Adar only has 29 days, would I be stopping to say Kaddish for the 11 months erev Rosh Chodesh Nissan? Or on Rosh Chodesh after mincha?.
 ###answer 
 
The common custom seems to be to stop and say the last kaddish at Mincha on Erev Rosh Chodesh (though it would appear to me that one should stop on the 28th at Mincha).
Yes, one does daven by the amud on erev Rosh Chodesh."
"I know that if you finished Shemoneh Esrei and you forgot Yaaleh Veyavo on Rosh Chodesh by Ma’ariv, you do not go back. However, if you remember while you are still in the middle of Shemoneh Esrei, should you go back and say Yaaleh Veyavo?","
If you remembered before Hashem’s name at the end of the Bracha of Retzei you go back (to Yaaleh Veyavo), otherwise, you do not.","###question 
 I know that if you finished Shemoneh Esrei and you forgot Yaaleh Veyavo on Rosh Chodesh by Ma’ariv, you do not go back. However, if you remember while you are still in the middle of Shemoneh Esrei, should you go back and say Yaaleh Veyavo?.
 ###answer 
 
If you remembered before Hashem’s name at the end of the Bracha of Retzei you go back (to Yaaleh Veyavo), otherwise, you do not."
" Can I Say “Thank G-d”?
I work in a field where I interact almost exclusively with Goyim. When a client asks me “How are your doing” is it Mutar to answer “Thank G-d”? Or is it saying Shaim Hashem l’vatala?
Saying “Thank G-d Alm-ghty” (as the Rebbe seems to append whenever he says “G-d”) would come across as bizarre in a typical professional exchange. If it is forbidden, is there an alternative for Boruch Hashem in English?","
It is forbidden to answer “Thank G-d”. As it is considered saying Shem Shomayim l’vatalah.
Adding the word A-mighty doesn’t make it acceptable either; rather, it’s considered saying two names of Hashem l’vatalah. Some suggest saying “Thank the L-rd”, but not everybody considers this an acceptable option either. As for the Rebbe saying often “May G-d A-mighty bless you”, see below in the references.
There are many alternatives and you may choose whatever you are most comfortable with. For example, “Thank the One above”; “Thank G, O, D” (pronouncing the actual letters), or “Thank Him” (pointing upwards). You can choose any variation of the above, or other original ideas.
You should however not try to avoid thanking Him by using secular alternatives, such as “Thank Goodness”, as there is a Mitzvah to thank Hashem for everything.
May I add that the fact that it might sound bizarre shouldn’t be a concern; on the contrary, it is an opportunity to be Mekadesh Shem Shomayim and explain where possible and relevant your behavior, in order to show reverence to G-d, and in line with Halacha, Jewish law. Society nowadays respects people who live up to their values; bizarreness often provides an added dimension of intrigue leading to more respect and even awe.
As to your comment about Ama D’bar (the common custom of society at large) saying it, this is unfortunately true. Indeed, when Poskim caution against such behavior, they make mention of the fact that society is ignorant of this Halacha. However, it is noteworthy that the previous Rebbe remarked on this practice as follows: When a simple Jew says Gimmel Aleph Tes (G-o-t, the Yiddish equivalent of G-d) Atzmus (the very essence of Hashem) is speaking, but when a Ben-Torah says so it is [merely] a name of Hashem. Great caution is required when saying Hashem’s name.","###question 
  Can I Say “Thank G-d”?
I work in a field where I interact almost exclusively with Goyim. When a client asks me “How are your doing” is it Mutar to answer “Thank G-d”? Or is it saying Shaim Hashem l’vatala?
Saying “Thank G-d Alm-ghty” (as the Rebbe seems to append whenever he says “G-d”) would come across as bizarre in a typical professional exchange. If it is forbidden, is there an alternative for Boruch Hashem in English?.
 ###answer 
 
It is forbidden to answer “Thank G-d”. As it is considered saying Shem Shomayim l’vatalah.
Adding the word A-mighty doesn’t make it acceptable either; rather, it’s considered saying two names of Hashem l’vatalah. Some suggest saying “Thank the L-rd”, but not everybody considers this an acceptable option either. As for the Rebbe saying often “May G-d A-mighty bless you”, see below in the references.
There are many alternatives and you may choose whatever you are most comfortable with. For example, “Thank the One above”; “Thank G, O, D” (pronouncing the actual letters), or “Thank Him” (pointing upwards). You can choose any variation of the above, or other original ideas.
You should however not try to avoid thanking Him by using secular alternatives, such as “Thank Goodness”, as there is a Mitzvah to thank Hashem for everything.
May I add that the fact that it might sound bizarre shouldn’t be a concern; on the contrary, it is an opportunity to be Mekadesh Shem Shomayim and explain where possible and relevant your behavior, in order to show reverence to G-d, and in line with Halacha, Jewish law. Society nowadays respects people who live up to their values; bizarreness often provides an added dimension of intrigue leading to more respect and even awe.
As to your comment about Ama D’bar (the common custom of society at large) saying it, this is unfortunately true. Indeed, when Poskim caution against such behavior, they make mention of the fact that society is ignorant of this Halacha. However, it is noteworthy that the previous Rebbe remarked on this practice as follows: When a simple Jew says Gimmel Aleph Tes (G-o-t, the Yiddish equivalent of G-d) Atzmus (the very essence of Hashem) is speaking, but when a Ben-Torah says so it is [merely] a name of Hashem. Great caution is required when saying Hashem’s name."
" What is the proper way to say the Bracha before and after Hallel?
What is the proper way to say the Bracha before and after Hallel?
In certain Siddurim it says that when half Hallel is said, the Tzibbur should be Yotzei the first Bracha with the Chazzans Bracha, but this does not seem to be common practice in Chabad.
As well as the final Bracha some say that when we say Chatzi Hallel we do not say the Bracha.
What is the proper way and why does it seem to say otherwise in many Siddurim?","
The comment in Siddurim is the Psak of the Alter Rebbe. However, the Rebbe Rashab did not follow this Psak.
The Rebbe once mentioned that the custom of Chassidim is to “Chap Arein” (difficult to translate, especially in this context; perhaps, rush into it or seize the opportunity) and recite the Bracha silently.","###question 
  What is the proper way to say the Bracha before and after Hallel?
What is the proper way to say the Bracha before and after Hallel?
In certain Siddurim it says that when half Hallel is said, the Tzibbur should be Yotzei the first Bracha with the Chazzans Bracha, but this does not seem to be common practice in Chabad.
As well as the final Bracha some say that when we say Chatzi Hallel we do not say the Bracha.
What is the proper way and why does it seem to say otherwise in many Siddurim?.
 ###answer 
 
The comment in Siddurim is the Psak of the Alter Rebbe. However, the Rebbe Rashab did not follow this Psak.
The Rebbe once mentioned that the custom of Chassidim is to “Chap Arein” (difficult to translate, especially in this context; perhaps, rush into it or seize the opportunity) and recite the Bracha silently."
" If the minyan is holding by Nefilas Apayim, and the person next to me is behind, and still davening Shemoneh Esrei, can I sit down, or do I have to find another place to do it?",You may sit down.,"###question 
  If the minyan is holding by Nefilas Apayim, and the person next to me is behind, and still davening Shemoneh Esrei, can I sit down, or do I have to find another place to do it?.
 ###answer 
 You may sit down."
 Can lubricant be applied before tashmish on Shabbos?,"One may place a small amount of lubricant in the area without spreading it.
See Shemiras Shabbos Kehilchasa 14:67.","###question 
  Can lubricant be applied before tashmish on Shabbos?.
 ###answer 
 One may place a small amount of lubricant in the area without spreading it.
See Shemiras Shabbos Kehilchasa 14:67."
" Can I switch my drink with a friends cold drink?
If I have cans of soda (for example) out of the fridge and and another Bochur (for example) has the same type of can in the fridge, can I switch out my can for his cold one without asking?
And what about in a case that I know for sure that he won’t use the one I just put in before it gets cold, for example if he has many cans in the fridge?","
No, as it is considered stealing in order to pay.","###question 
  Can I switch my drink with a friends cold drink?
If I have cans of soda (for example) out of the fridge and and another Bochur (for example) has the same type of can in the fridge, can I switch out my can for his cold one without asking?
And what about in a case that I know for sure that he won’t use the one I just put in before it gets cold, for example if he has many cans in the fridge?.
 ###answer 
 
No, as it is considered stealing in order to pay."
" What is the reason for the Chumrah of making two holes in a key, being used as part of a Shabbos belt?",I do not know of any reason. Some people report so in the name of the Rebbe.,"###question 
  What is the reason for the Chumrah of making two holes in a key, being used as part of a Shabbos belt?.
 ###answer 
 I do not know of any reason. Some people report so in the name of the Rebbe."
"If a building has two doors, and one has no preference which one to use, should he specifically use the door which is on the right?","
No, but there is room to do so.","###question 
 If a building has two doors, and one has no preference which one to use, should he specifically use the door which is on the right?.
 ###answer 
 
No, but there is room to do so."
" May one apply for a grant with no intention of keeping the conditions?
The big grant available for seminary makes you sign that you will continue after with college for at least a certain amount of time. Is one allowed to sign that and not actually go? It’s kind of lying if you sign and don’t go…but if I don’t get this grant I most probably won’t be able to go to seminary.. what should I do?","
One may not lie or mislead people, Jews or non-Jews, including governments or institutions.
Even if this means you won’t be able to go to seminary, this wouldn’t justify deceptive practices on your part.
Regarding receiving a seminary grant, you should consult with an expert in these grants to see if there are grants that do not require one to commit themselves to enroll in a college afterwards.","###question 
  May one apply for a grant with no intention of keeping the conditions?
The big grant available for seminary makes you sign that you will continue after with college for at least a certain amount of time. Is one allowed to sign that and not actually go? It’s kind of lying if you sign and don’t go…but if I don’t get this grant I most probably won’t be able to go to seminary.. what should I do?.
 ###answer 
 
One may not lie or mislead people, Jews or non-Jews, including governments or institutions.
Even if this means you won’t be able to go to seminary, this wouldn’t justify deceptive practices on your part.
Regarding receiving a seminary grant, you should consult with an expert in these grants to see if there are grants that do not require one to commit themselves to enroll in a college afterwards."
"Is it a problem to name a baby after his great uncle that passed away at 65 years old? (he was married, children etc.), or do we see that the name has “bad luck”.","
Not an issue in this case.","###question 
 Is it a problem to name a baby after his great uncle that passed away at 65 years old? (he was married, children etc.), or do we see that the name has “bad luck”..
 ###answer 
 
Not an issue in this case."
"Bread was baked in a Fleishig oven (meat had been roasted uncovered in the oven within 24 hours previously). Someone, ignoring the warning sign on the bread package, cut off a slice of that bread and toasted it in a Milchig toaster oven to eat with cinnamon and sugar topping. The toaster oven probably was not used within 24 hours. Is there a Kashrus problem with the toaster oven? Is there a problem with the Milchig plate the hot toast was put onto? And what is the status of the Parve knife used to spread the margarine on the bread?","
The toaster oven, the plate and the knife are all fine.","###question 
 Bread was baked in a Fleishig oven (meat had been roasted uncovered in the oven within 24 hours previously). Someone, ignoring the warning sign on the bread package, cut off a slice of that bread and toasted it in a Milchig toaster oven to eat with cinnamon and sugar topping. The toaster oven probably was not used within 24 hours. Is there a Kashrus problem with the toaster oven? Is there a problem with the Milchig plate the hot toast was put onto? And what is the status of the Parve knife used to spread the margarine on the bread?.
 ###answer 
 
The toaster oven, the plate and the knife are all fine."
 Should women and girls also cover their foreheads with their sleeves when saying Nefilas Apayim?,"Women are not obligated to recite Tachanun, yet they may do so if they wish, and many have the custom to do so. There are, however, many women who do not recite Tachanun.
Those who recite Tachanun should do so while lowering their head and leaning on their arm.","###question 
  Should women and girls also cover their foreheads with their sleeves when saying Nefilas Apayim?.
 ###answer 
 Women are not obligated to recite Tachanun, yet they may do so if they wish, and many have the custom to do so. There are, however, many women who do not recite Tachanun.
Those who recite Tachanun should do so while lowering their head and leaning on their arm."
 Till when can Kiddush Levana be said? Can one rely on the lenient Poskim to say in second half of month?,"There are three main Shittos in the Poskim when the latest time for Kiddush Levana is:
1. Maharil – Until the exact halfway point between each Moilad. In other words, since there is 29 days, 12 full hours and 793/1080 of an hour (around 44 minutes) between each Moilad, the end time for Kiddush Levana will be 14 days, 18 hours and 396/1080 of an hour (around 22 minutes) after the previous Moilad. The common accepted practice is to calculate the Moilad times according to the clock in Eretz Yisroel. In the first instance, one should strive to follow this approach.","###question 
  Till when can Kiddush Levana be said? Can one rely on the lenient Poskim to say in second half of month?.
 ###answer 
 There are three main Shittos in the Poskim when the latest time for Kiddush Levana is:
1. Maharil – Until the exact halfway point between each Moilad. In other words, since there is 29 days, 12 full hours and 793/1080 of an hour (around 44 minutes) between each Moilad, the end time for Kiddush Levana will be 14 days, 18 hours and 396/1080 of an hour (around 22 minutes) after the previous Moilad. The common accepted practice is to calculate the Moilad times according to the clock in Eretz Yisroel. In the first instance, one should strive to follow this approach."
" We have a new toaster oven. Which parts, if any, need to be Toiveled?","A utensil does not require Tevilah when it does not come into direct contact with food when it is being prepared, served or eaten.
Therefore, the oven racks should be Toiveled, as food is sometimes placed directly on it. Similarly, the other components that come into direct contact food should be Toiveled. However, the oven itself need not be immersed. (Yoreh De ’ah 120).
See here and in the references:","###question 
  We have a new toaster oven. Which parts, if any, need to be Toiveled?.
 ###answer 
 A utensil does not require Tevilah when it does not come into direct contact with food when it is being prepared, served or eaten.
Therefore, the oven racks should be Toiveled, as food is sometimes placed directly on it. Similarly, the other components that come into direct contact food should be Toiveled. However, the oven itself need not be immersed. (Yoreh De ’ah 120).
See here and in the references:"
 Is it OK to go to the Ohel at night?,"Question:
Is it OK to go to the Ohel at night?
How about not eating; I can’t eat all day, or it’s OK not to eat just from Shkiah?
Answer
The common custom is not to go to a Beis Hakvaros at night. While many have written extensively on this topic, proving that there’s no issue whatsoever with going at night, we find in the writings of the Minchas Elazar that one is supposed to go to Davka by day.
Nonetheless, there is no halachic prohibition to go at night. Indeed, many people do go at night, especially when going to Kivrei Tzadikm. When going at night, one shouldn’t say Chapters of Tehilim.
It is noteworthy, however, that although the Rebbe would frequent the Ohel on a constant basis, as far as we know he never went at night, though many times the visit extended long into the night.
The custom is to drink but not eat before visiting the Ohel.
There is no clear source which discusses this custom vis-a-vis going at night. Some say one may eat straight until sunset. Nonetheless many have the custom not to eat from the morning. At the same time, one should certainly not go on a full stomach. If going immediately after sunset, it makes sense to stop eating a while before that.","###question 
  Is it OK to go to the Ohel at night?.
 ###answer 
 Question:
Is it OK to go to the Ohel at night?
How about not eating; I can’t eat all day, or it’s OK not to eat just from Shkiah?
Answer
The common custom is not to go to a Beis Hakvaros at night. While many have written extensively on this topic, proving that there’s no issue whatsoever with going at night, we find in the writings of the Minchas Elazar that one is supposed to go to Davka by day.
Nonetheless, there is no halachic prohibition to go at night. Indeed, many people do go at night, especially when going to Kivrei Tzadikm. When going at night, one shouldn’t say Chapters of Tehilim.
It is noteworthy, however, that although the Rebbe would frequent the Ohel on a constant basis, as far as we know he never went at night, though many times the visit extended long into the night.
The custom is to drink but not eat before visiting the Ohel.
There is no clear source which discusses this custom vis-a-vis going at night. Some say one may eat straight until sunset. Nonetheless many have the custom not to eat from the morning. At the same time, one should certainly not go on a full stomach. If going immediately after sunset, it makes sense to stop eating a while before that."
 Is writing during Davening allowed?,"Yes, but not during Shema, Shemone Esrai or between Goal Yisroel and Shemone Esrai.
Ideally, this should not be done during Birchos Krias Shema, unless there is a need.","###question 
  Is writing during Davening allowed?.
 ###answer 
 Yes, but not during Shema, Shemone Esrai or between Goal Yisroel and Shemone Esrai.
Ideally, this should not be done during Birchos Krias Shema, unless there is a need."
 Are all watches permissible to be worn on Shabbos? Are they Muktzeh?,"Watches are not Muktzah unless you need to press a button to see the time.
Non-working watch: According to many opinions, if the watch is not working it is Muktzah.
Electrical: Even if the watch contains a computer inside it is not Muktzah, since its main purpose is to display the time. If you know that you are likely to press the button and use the computer, you should not wear it on Shabbos. Likewise, if it has a button to produce light and you might out of habit press it at night, you should put a sticker or something to remind you not to do so on Shabbos. Some put their watch on the other hand to help them remember not to do so on Shabbos.
Room temperature: A watch that displays the room temperature may not be worn, since this watch works only due to the movements of the one wearing the watch. If it measures the temperature but does not display it unless a button is pressed, it may be worn.
Glow in the dark: If a light turns on when you go into a dark room then it is a problem; if it just glows in the dark then it is okay.
Self-winding: Some watches are powered through movement. Although many are lenient, it is best for one not to wear a self-winding watch on Shabbos, because whenever you move your hand it causes the watch to recharge, especially or once you removed it from your hand and want to put it back. Many Poskim agree that it should not be worn on Shabbos once it stopped or if it is not sufficiently recharged to last throughout Shabbos.
Solar-powered: The same applies to a solar-powered watch which will recharge when entering a place which it well lit.
 Kinetic Watch: A kinetic watch operates slightly differently, where instead of a battery, one’s movement generates the needed. This is more severe and should certainly not be worn on Shabbos, especially with kinetic watches with digital displays. All the more so, with an Eco-Drive watch which enters slow down mode when there is no light and returns to normal function (digital displays, correct second hand time, etc.) when exposed to light.
Apple watches or Fitbits are forbidden on Shabbos. Your movements activate the functions and the display, it tracks all your steps, monitors your heartbeat and so much more.
If Shabbos started and you forgot to remove your apple watch, you should take it off right away, preferably by undoing the buckle and dropping it off your hand. One cannot move freely until it’s removed.
Many Chassidim do not wear a watch at all on Shabbos or Yom Tov.
Regarding wearing a watch outside in a place with no Eruv, see here:
Article: May I wear my watch on Shabbos?","###question 
  Are all watches permissible to be worn on Shabbos? Are they Muktzeh?.
 ###answer 
 Watches are not Muktzah unless you need to press a button to see the time.
Non-working watch: According to many opinions, if the watch is not working it is Muktzah.
Electrical: Even if the watch contains a computer inside it is not Muktzah, since its main purpose is to display the time. If you know that you are likely to press the button and use the computer, you should not wear it on Shabbos. Likewise, if it has a button to produce light and you might out of habit press it at night, you should put a sticker or something to remind you not to do so on Shabbos. Some put their watch on the other hand to help them remember not to do so on Shabbos.
Room temperature: A watch that displays the room temperature may not be worn, since this watch works only due to the movements of the one wearing the watch. If it measures the temperature but does not display it unless a button is pressed, it may be worn.
Glow in the dark: If a light turns on when you go into a dark room then it is a problem; if it just glows in the dark then it is okay.
Self-winding: Some watches are powered through movement. Although many are lenient, it is best for one not to wear a self-winding watch on Shabbos, because whenever you move your hand it causes the watch to recharge, especially or once you removed it from your hand and want to put it back. Many Poskim agree that it should not be worn on Shabbos once it stopped or if it is not sufficiently recharged to last throughout Shabbos.
Solar-powered: The same applies to a solar-powered watch which will recharge when entering a place which it well lit.
 Kinetic Watch: A kinetic watch operates slightly differently, where instead of a battery, one’s movement generates the needed. This is more severe and should certainly not be worn on Shabbos, especially with kinetic watches with digital displays. All the more so, with an Eco-Drive watch which enters slow down mode when there is no light and returns to normal function (digital displays, correct second hand time, etc.) when exposed to light.
Apple watches or Fitbits are forbidden on Shabbos. Your movements activate the functions and the display, it tracks all your steps, monitors your heartbeat and so much more.
If Shabbos started and you forgot to remove your apple watch, you should take it off right away, preferably by undoing the buckle and dropping it off your hand. One cannot move freely until it’s removed.
Many Chassidim do not wear a watch at all on Shabbos or Yom Tov.
Regarding wearing a watch outside in a place with no Eruv, see here:
Article: May I wear my watch on Shabbos?"
 Can one make jello/pudding on Shabbos for Shabbos?,It is not allowed.,"###question 
  Can one make jello/pudding on Shabbos for Shabbos?.
 ###answer 
 It is not allowed."
"I left a non-Jewish worker in my house (second floor of house) for several hours to do some work on a bookcase. I told him what time I would be back in the afternoon. His work was not in the kitchen but there definitely was access to the kitchen and he and his friend were in my house alone. I do not have any video cameras, and no one came In and out during that time. Is my unsealed Milchig and Fleishig foods in my fridge okay to be eaten?","
The dishes are permitted after 24 hours. As any pots or pans can be problematic because the non-Jew might have used them, therefore they should not be used for 24 hours.
However there is no reason to be concerned about large pots and pans which is unlikely that he would use them if he is there by himself.
As for the food that was unsealed, if you recognize that it is the same food, in this case specifically, you may be lenient only after the fact, based on a number of considerations.","###question 
 I left a non-Jewish worker in my house (second floor of house) for several hours to do some work on a bookcase. I told him what time I would be back in the afternoon. His work was not in the kitchen but there definitely was access to the kitchen and he and his friend were in my house alone. I do not have any video cameras, and no one came In and out during that time. Is my unsealed Milchig and Fleishig foods in my fridge okay to be eaten?.
 ###answer 
 
The dishes are permitted after 24 hours. As any pots or pans can be problematic because the non-Jew might have used them, therefore they should not be used for 24 hours.
However there is no reason to be concerned about large pots and pans which is unlikely that he would use them if he is there by himself.
As for the food that was unsealed, if you recognize that it is the same food, in this case specifically, you may be lenient only after the fact, based on a number of considerations."
" Is there a problem davening on raised bleachers?
Is there a problem davening on raised bleachers (for example in 770 when there are big crowds and sometimes bochurim are standing on narrow benches that are raised) because of the fact that it is elevated and the fact that it is dangerous and one might not be able to focus because he is afraid that he might fall?","
If they’re made in a solid way that there’s no fear of falling and there’s an area of 4×4 Amos (or the same overall size as 4×4, an area of about thirty-six square feet, even with different dimensions), one may daven there.
Also, if it is surrounded by at least 2 mechitzos which are each 10 tefachim high, there is room to permit to daven there. Preferably, there should be at least 3 mechitzos, as it is usually (two sides and back).
Likewise, if due to the set-up of the Shul and the large crowd it is a necessity to set things up this way, one may daven so, provided there is no fear of falling.","###question 
  Is there a problem davening on raised bleachers?
Is there a problem davening on raised bleachers (for example in 770 when there are big crowds and sometimes bochurim are standing on narrow benches that are raised) because of the fact that it is elevated and the fact that it is dangerous and one might not be able to focus because he is afraid that he might fall?.
 ###answer 
 
If they’re made in a solid way that there’s no fear of falling and there’s an area of 4×4 Amos (or the same overall size as 4×4, an area of about thirty-six square feet, even with different dimensions), one may daven there.
Also, if it is surrounded by at least 2 mechitzos which are each 10 tefachim high, there is room to permit to daven there. Preferably, there should be at least 3 mechitzos, as it is usually (two sides and back).
Likewise, if due to the set-up of the Shul and the large crowd it is a necessity to set things up this way, one may daven so, provided there is no fear of falling."
 Does a blade to score dough need to be Toiveld?,"Yes, without a bracha.","###question 
  Does a blade to score dough need to be Toiveld?.
 ###answer 
 Yes, without a bracha."
 Were there pigs in Noah’s ark as illustrated in this children’s book?,Yes.,"###question 
  Were there pigs in Noah’s ark as illustrated in this children’s book?.
 ###answer 
 Yes."
" Can I switch my Tztizis strings?
I just learned how to tie tzitzis. Can I untie the current kosher strings from my tallis (and tallis kotton) and put new ones there. The old strings would go in genizah.","
Yes, if they’re not kosher anymore or if not mehudar, or are very old.
See the Alter Rebbe’s Shulchan Aruch chapter 15 se’if 5.","###question 
  Can I switch my Tztizis strings?
I just learned how to tie tzitzis. Can I untie the current kosher strings from my tallis (and tallis kotton) and put new ones there. The old strings would go in genizah..
 ###answer 
 
Yes, if they’re not kosher anymore or if not mehudar, or are very old.
See the Alter Rebbe’s Shulchan Aruch chapter 15 se’if 5."
" Amira L’Nachri: Is Shvus D’Shvus not allowed by a Schir Yom?
We have a cleaning lady on Shabbos. When the need arises and it’s a Shvus dshvus I would tell her to do the melocha.
This is only permitted under certain conditions such as ltzorech mitzvah, ltzorech gadol, etc.
However, it came to my attention that since she is a schir yom, this is forbidden based on the Alter Rebbe 244,12. Is it true that any shvus dshvus is not allowed by a schir yom?","
This is incorrect. Under the conditions that are permitted, it’s acceptable even with a schir yom.","###question 
  Amira L’Nachri: Is Shvus D’Shvus not allowed by a Schir Yom?
We have a cleaning lady on Shabbos. When the need arises and it’s a Shvus dshvus I would tell her to do the melocha.
This is only permitted under certain conditions such as ltzorech mitzvah, ltzorech gadol, etc.
However, it came to my attention that since she is a schir yom, this is forbidden based on the Alter Rebbe 244,12. Is it true that any shvus dshvus is not allowed by a schir yom?.
 ###answer 
 
This is incorrect. Under the conditions that are permitted, it’s acceptable even with a schir yom."
" Is Vegetarianism Compatible with Torah Values?
I have a friend who is, in his words, “a convinced vegetarian”. My question is if this belief is compatible with normative Judaism?","
Although Adam Harishon was commanded to refrain from eating meat, Hashem granted Noach permission to eat meat after the mabul (flood)—for all his progeny, for all time.
On the subject of eating meat, the Torah is clear that it’s not only permitted, but preferred. There are a number of mitzvos associated with its consumption: it’s a mitzvah to eat meat on Yom Tov; meat (and alternatively chicken) is recommended as a standard Shabbos food; and it was a mitzvah to eat most karbanos (ritual sacrifices) in the Mikdash (Holy Temple). There are other times when eating meat takes on halachic significance.
Whereas avoiding meat for health reasons is acceptable, abstaining with an ideological basis is not in sync with Torah. Although there were yechidei segulah (individual Jews of high caliber) who abstained from eating meat based on certain ideologies, their path is not a derech l’rabim (an example for the masses); therefore, most of us should not refrain from eating meat as a matter of principle.","###question 
  Is Vegetarianism Compatible with Torah Values?
I have a friend who is, in his words, “a convinced vegetarian”. My question is if this belief is compatible with normative Judaism?.
 ###answer 
 
Although Adam Harishon was commanded to refrain from eating meat, Hashem granted Noach permission to eat meat after the mabul (flood)—for all his progeny, for all time.
On the subject of eating meat, the Torah is clear that it’s not only permitted, but preferred. There are a number of mitzvos associated with its consumption: it’s a mitzvah to eat meat on Yom Tov; meat (and alternatively chicken) is recommended as a standard Shabbos food; and it was a mitzvah to eat most karbanos (ritual sacrifices) in the Mikdash (Holy Temple). There are other times when eating meat takes on halachic significance.
Whereas avoiding meat for health reasons is acceptable, abstaining with an ideological basis is not in sync with Torah. Although there were yechidei segulah (individual Jews of high caliber) who abstained from eating meat based on certain ideologies, their path is not a derech l’rabim (an example for the masses); therefore, most of us should not refrain from eating meat as a matter of principle."
"About 8 years ago I used a friend’s phone without permission and went on to various websites, not realising it I signed him up to SMS messages from these things which racked up a bill of several hundred GBP on his parents card.  Should I pay? Do they or he have to know the money is coming from me? Do I have to ask him for Mechila?","
Causing someone to lose money or pay a charge is considered stealing and you must repay them for all charges that was your fault.
If you are embarrassed to pay them upfront you can give it to someone else that would give it to them.
If they do not know that you are the thief, they do not need to know that it is coming from you.
For a complete Teshuva you must ask them Mechila. The Mechila may however be done anonymously, e.g. through a messenger or through an anonymous email, etc. However, you must ascertain he actually forgives you, through receiving his reply.","###question 
 About 8 years ago I used a friend’s phone without permission and went on to various websites, not realising it I signed him up to SMS messages from these things which racked up a bill of several hundred GBP on his parents card.  Should I pay? Do they or he have to know the money is coming from me? Do I have to ask him for Mechila?.
 ###answer 
 
Causing someone to lose money or pay a charge is considered stealing and you must repay them for all charges that was your fault.
If you are embarrassed to pay them upfront you can give it to someone else that would give it to them.
If they do not know that you are the thief, they do not need to know that it is coming from you.
For a complete Teshuva you must ask them Mechila. The Mechila may however be done anonymously, e.g. through a messenger or through an anonymous email, etc. However, you must ascertain he actually forgives you, through receiving his reply."
 May I record phone calls without consent from those with whom I am talking?,"Aside from the legal issues which are different from state to state, there are also Halachic issues.
See more here.","###question 
  May I record phone calls without consent from those with whom I am talking?.
 ###answer 
 Aside from the legal issues which are different from state to state, there are also Halachic issues.
See more here."
"During kaparos a chicken was misnabel, I don’t know whose it was specifically, but I know it belonged to one person from a group of 6 specific people. Do they all have to repeat kaparos? Who am I chayiv to pay a pidyon kapara to for this?","
Yes, although there is room to be lenient.
You don’t have to pay the demei pidyon.
P.S. Nonetheless, I recommend you tell each of them that they should personally ask a shaila, and that you’re willing to pay if necessary.","###question 
 During kaparos a chicken was misnabel, I don’t know whose it was specifically, but I know it belonged to one person from a group of 6 specific people. Do they all have to repeat kaparos? Who am I chayiv to pay a pidyon kapara to for this?.
 ###answer 
 
Yes, although there is room to be lenient.
You don’t have to pay the demei pidyon.
P.S. Nonetheless, I recommend you tell each of them that they should personally ask a shaila, and that you’re willing to pay if necessary."
