question,answer,text
" Can one take a Siddur off the shelf five minutes before Shabbos is over for Ma’ariv, or is it מן מ ו?","No, unless you use it a little on Shabbos.
See also here:
What is the earliest one can Daven Maariv on Motzei Shabbos when it is the first night of Yom Tov such as Pesach this year?
מ    ” ” ו ”.","###question 
  Can one take a Siddur off the shelf five minutes before Shabbos is over for Ma’ariv, or is it מן מ ו?.
 ###answer 
 No, unless you use it a little on Shabbos.
See also here:
What is the earliest one can Daven Maariv on Motzei Shabbos when it is the first night of Yom Tov such as Pesach this year?
מ    ” ” ו ”."
 Do apricots or honey need a Hechsher?,"Honey:
Raw unflavored honey which is 100% pure and filtered may be used without a Hechsher. However, retail size honey often goes through heating which can be a problem when using shared equipment. It is therefore recommended to purchase honey only with a Hechsher. One must ensure that no other ingredients are added like alcohol and sweeteners. Additionally, the honey needs to be filtered very well from any pieces of the bees that can get mixed in it.
Apricots:
Fresh apricots do not require a Hechsher unless they are from Eretz Yisroel. Even dried apricots, if produced out of Eretz Yisroel (usually they are made in Turkey), do not require a Hechsher, provided they are unflavored, and without additives, since no other ingredients go in the drying process. Sulfur dioxide added is not a concern. However, some apricot companies season their apricots with flavoring to give their apricots a unique taste. Therefore, to be on the safer side it is best to buy only with a Hechsher as food processing is always changing. One must certainly ensure the apricots are insect free. They must be checked appropriately.","###question 
  Do apricots or honey need a Hechsher?.
 ###answer 
 Honey:
Raw unflavored honey which is 100% pure and filtered may be used without a Hechsher. However, retail size honey often goes through heating which can be a problem when using shared equipment. It is therefore recommended to purchase honey only with a Hechsher. One must ensure that no other ingredients are added like alcohol and sweeteners. Additionally, the honey needs to be filtered very well from any pieces of the bees that can get mixed in it.
Apricots:
Fresh apricots do not require a Hechsher unless they are from Eretz Yisroel. Even dried apricots, if produced out of Eretz Yisroel (usually they are made in Turkey), do not require a Hechsher, provided they are unflavored, and without additives, since no other ingredients go in the drying process. Sulfur dioxide added is not a concern. However, some apricot companies season their apricots with flavoring to give their apricots a unique taste. Therefore, to be on the safer side it is best to buy only with a Hechsher as food processing is always changing. One must certainly ensure the apricots are insect free. They must be checked appropriately."
 What is the Rebbe’s Minhag in how many Haddasim to use?,"It is the Chabad custom to add multiple Haddasim to the standard three, adding at least another three. The greater the number of additional Haddasim, the better.
In Sefer HaMinhagim page 65 it says: 4, 12, 13 or 26 but not 9, 68 or 69.
The Rebbe’s personal custom is to take 36 since 5741. (In 5711 – 13; from 5712 till 5740 – 26).
Q. Is there a specific reason why Chassidim shouldn’t use that amount? 
A. I don’t see any reason to use or not to use the same amount the Rebbe does.
It should be noted that unlike other customs, in this specific matter, the Rebbeim give specific guidance to different individuals how much they should take. Also, the Rebbe himself changed the amount after the nesius. Same with the Rebbe Rayatz.
Whatever amount one uses is okay so long as one can afford it and it does not come on expense of Simchas Yom Tov of the family.
 ו מ ״ ׳ . ו״.","###question 
  What is the Rebbe’s Minhag in how many Haddasim to use?.
 ###answer 
 It is the Chabad custom to add multiple Haddasim to the standard three, adding at least another three. The greater the number of additional Haddasim, the better.
In Sefer HaMinhagim page 65 it says: 4, 12, 13 or 26 but not 9, 68 or 69.
The Rebbe’s personal custom is to take 36 since 5741. (In 5711 – 13; from 5712 till 5740 – 26).
Q. Is there a specific reason why Chassidim shouldn’t use that amount? 
A. I don’t see any reason to use or not to use the same amount the Rebbe does.
It should be noted that unlike other customs, in this specific matter, the Rebbeim give specific guidance to different individuals how much they should take. Also, the Rebbe himself changed the amount after the nesius. Same with the Rebbe Rayatz.
Whatever amount one uses is okay so long as one can afford it and it does not come on expense of Simchas Yom Tov of the family.
 ו מ ״ ׳ . ו״."
" Am I allowed to use the sunroof of a car with Schach on it as a Sukkah when out on a family trip on Chol Hamoed Sukkos?
SimilarQuestion:
Can one make a sukkah by removing T tops and placing a mat on top, into a kosher albeit, temporary sukkah? Both sides of the roof would be off, but there is a .5 foot separation running down the middle.","
A few introductions:
A Sukkah has to:
be (and have walls that are) at least 32 inches tall and have width of at least 22.4 inches by 22.4 inches;
have at least 3 walls;
be a place where you are comfortable to eat, drink, spend time and sleep.
In this case:
A. the Schach would have to be covering a (uninterrupted) space that is 32″ tall and 22.4″ by 22.4″ (the seats would be considered an interruption);
B. the car (which is being used as walls) cannot be more than 9.48″ off the ground and the sides have to be directly under the Schach, and have above height;
C. you would have to be comfortable to eat sleep and spend time there.
See also here:
Can we connect a U-Haul trailer to the back of a car and have a Sukkah there. Can we go into that on Shabbos or Yom Tov?
In conclusion, unless you meet all the above requirements, it cannot be done.
See also the following excerpts from our Day to Day Halachic Guide:
MOBILE SUKKAH
A person who is traveling without access to a Sukkah, can create a Sukkah out of a vehicle (or two), as follows:
LOCATION
The spot you choose should be semi-secluded, and not on a public path where it would interfere with foot traffic. It should also be a safe, crime-free area, where you would technically be able to sleep at night. It should also fulfill the other requirements for the positioning of a Sukkah – the area above the s’chach free of tree limbs or overhangs
ASSEMBLY
Use the front and back door of a single vehicle (on the same side) or open a single door on mirroring sides of two vehicles. (The interior of a convertible or roadster that fits all the dimensions below can be used as well.)
The area created by the three sides (either the two doors and the one car body, or the two car bodies and the adjacent doors) has to be at least seven tefachim long and seven tefachim wide (about 22.5 inches on each side).
The doors must reach ten tefachim (3.25 feet) in height and start no more than three tefachim (9.5 inches) off the ground. Parking near a curb and opening the door(s) over the curb will help in this regard.
The doors must be fully and firmly open, so that a gust of wind will not slam them closed.
ROOF
It is preferable not to prop the s’chach directly on the car doors, but to first place wood laths or the like across and the s’chach on top of that. The s’chach should be fixed to the “roof” with jute twine or string (not zip ties) so that it will not blow away.
The above is set up in such a way that the “walls” of the Sukkah are adjacently perpendicular to the s’chach. If there is an area of four amos (six feet) of car roof on any side of the Sukkah or four tefachim (13 inches) of car roof or other unkosher covering in the middle of the Sukkah, it is unusable.115 If the mobile Sukkah is of the smallest possible size (seven by seven tefachim), any three-tefach span of car roof – whether in the middle or on the side – will invalidate it.
USE
You must hold your food or put it down on a table or surface inside your makeshift Sukkah. You may not eat under the s’chach and use the seat in the car (outside your Sukkah) as your table.
You must stipulate that the vehicle(s) will be able to be used for (non-holy) purposes after the Sukkah is dismantled, since, as stated above, we are usually not allowed to use the parts of a Sukkah for another purpose once they were used for a mitzvah.","###question 
  Am I allowed to use the sunroof of a car with Schach on it as a Sukkah when out on a family trip on Chol Hamoed Sukkos?
SimilarQuestion:
Can one make a sukkah by removing T tops and placing a mat on top, into a kosher albeit, temporary sukkah? Both sides of the roof would be off, but there is a .5 foot separation running down the middle..
 ###answer 
 
A few introductions:
A Sukkah has to:
be (and have walls that are) at least 32 inches tall and have width of at least 22.4 inches by 22.4 inches;
have at least 3 walls;
be a place where you are comfortable to eat, drink, spend time and sleep.
In this case:
A. the Schach would have to be covering a (uninterrupted) space that is 32″ tall and 22.4″ by 22.4″ (the seats would be considered an interruption);
B. the car (which is being used as walls) cannot be more than 9.48″ off the ground and the sides have to be directly under the Schach, and have above height;
C. you would have to be comfortable to eat sleep and spend time there.
See also here:
Can we connect a U-Haul trailer to the back of a car and have a Sukkah there. Can we go into that on Shabbos or Yom Tov?
In conclusion, unless you meet all the above requirements, it cannot be done.
See also the following excerpts from our Day to Day Halachic Guide:
MOBILE SUKKAH
A person who is traveling without access to a Sukkah, can create a Sukkah out of a vehicle (or two), as follows:
LOCATION
The spot you choose should be semi-secluded, and not on a public path where it would interfere with foot traffic. It should also be a safe, crime-free area, where you would technically be able to sleep at night. It should also fulfill the other requirements for the positioning of a Sukkah – the area above the s’chach free of tree limbs or overhangs
ASSEMBLY
Use the front and back door of a single vehicle (on the same side) or open a single door on mirroring sides of two vehicles. (The interior of a convertible or roadster that fits all the dimensions below can be used as well.)
The area created by the three sides (either the two doors and the one car body, or the two car bodies and the adjacent doors) has to be at least seven tefachim long and seven tefachim wide (about 22.5 inches on each side).
The doors must reach ten tefachim (3.25 feet) in height and start no more than three tefachim (9.5 inches) off the ground. Parking near a curb and opening the door(s) over the curb will help in this regard.
The doors must be fully and firmly open, so that a gust of wind will not slam them closed.
ROOF
It is preferable not to prop the s’chach directly on the car doors, but to first place wood laths or the like across and the s’chach on top of that. The s’chach should be fixed to the “roof” with jute twine or string (not zip ties) so that it will not blow away.
The above is set up in such a way that the “walls” of the Sukkah are adjacently perpendicular to the s’chach. If there is an area of four amos (six feet) of car roof on any side of the Sukkah or four tefachim (13 inches) of car roof or other unkosher covering in the middle of the Sukkah, it is unusable.115 If the mobile Sukkah is of the smallest possible size (seven by seven tefachim), any three-tefach span of car roof – whether in the middle or on the side – will invalidate it.
USE
You must hold your food or put it down on a table or surface inside your makeshift Sukkah. You may not eat under the s’chach and use the seat in the car (outside your Sukkah) as your table.
You must stipulate that the vehicle(s) will be able to be used for (non-holy) purposes after the Sukkah is dismantled, since, as stated above, we are usually not allowed to use the parts of a Sukkah for another purpose once they were used for a mitzvah."
 Can I wash children’s clothing on Chol Hamoed? How about very dirty towels?,"One may wash children’s clothing if they are of the age where they regularly soil all their clothing. One may only wash that which is needed for the Moed.
Towels that are soiled on a regular basis may be washed too.
Please see the link for clothing of adults:
I went away for Sukkos and planned on bringing enough clothes to last the whole Yom Tov and upon arrival realized that I only brought 2 shirts and forgot the others. Is there room to be lenient and wash them on Chol Hamoed? Do I need to just wear the same shirt for 3-4 days, or maybe buy new ones?
ו״  , וך ון   מ ו  .","###question 
  Can I wash children’s clothing on Chol Hamoed? How about very dirty towels?.
 ###answer 
 One may wash children’s clothing if they are of the age where they regularly soil all their clothing. One may only wash that which is needed for the Moed.
Towels that are soiled on a regular basis may be washed too.
Please see the link for clothing of adults:
I went away for Sukkos and planned on bringing enough clothes to last the whole Yom Tov and upon arrival realized that I only brought 2 shirts and forgot the others. Is there room to be lenient and wash them on Chol Hamoed? Do I need to just wear the same shirt for 3-4 days, or maybe buy new ones?
ו״  , וך ון   מ ו  ."
 Is it necessary to cover the kvort of negel vasser the whole night?,"According to Halacha, there is no need to cover.
However some bring in the name of the Shaloh that one should be strict with uncovered water.","###question 
  Is it necessary to cover the kvort of negel vasser the whole night?.
 ###answer 
 According to Halacha, there is no need to cover.
However some bring in the name of the Shaloh that one should be strict with uncovered water."
" מ ום מ, מוו ו ״וז ו״ ו ן  מ  ״?"," ו ו  מן ך. ו״ ו זמן ו. וף  ו  ו, מ״מ ו זו – ו  ו מו ו – ו מ ם  מ מו  ״, ומו  . ו ן  מום  מו.
מוו:
ו ן  ״ – ״ מ׳ ״  מו. מ״ , ז. מ״ , . ו״ ו מ מ.
 מו – מ״ , . ף מן מ״ ם. מ״ ם ו.
ו   מך – ״ ״מ ז,  (וך  וך –  מ ך    ך מן ך). מו מו  , ו, ז.  ”ץ , . ״ ו״ מ, . ו ” , . מ״ ם . ו מ״ ו, . מ״  ״ מו.
 ״  ו, : “ומ ף זו ו  מן ך, ך ו ו  ו  ו ו ך, וו ו מו ו”. ו״   ז,  (, )  ו. ון ו ום  ן מ  ו –   ם , . ״ ו ו ז, . ו״ ף ך מ .  ו , . ” ם מו.   , -.  ו ם . ו ״ , -. ום ו ו ״ מו.","###question 
  מ ום מ, מוו ו ״וז ו״ ו ן  מ  ״?.
 ###answer 
  ו ו  מן ך. ו״ ו זמן ו. וף  ו  ו, מ״מ ו זו – ו  ו מו ו – ו מ ם  מ מו  ״, ומו  . ו ן  מום  מו.
מוו:
ו ן  ״ – ״ מ׳ ״  מו. מ״ , ז. מ״ , . ו״ ו מ מ.
 מו – מ״ , . ף מן מ״ ם. מ״ ם ו.
ו   מך – ״ ״מ ז,  (וך  וך –  מ ך    ך מן ך). מו מו  , ו, ז.  ”ץ , . ״ ו״ מ, . ו ” , . מ״ ם . ו מ״ ו, . מ״  ״ מו.
 ״  ו, : “ומ ף זו ו  מן ך, ך ו ו  ו  ו ו ך, וו ו מו ו”. ו״   ז,  (, )  ו. ון ו ום  ן מ  ו –   ם , . ״ ו ו ז, . ו״ ף ך מ .  ו , . ” ם מו.   , -.  ו ם . ו ״ , -. ום ו ו ״ מו."
 How can one kasher a crystal decanter that likely held wine? Hagola may crack it.,"If it wasn’t washed together with treife keilim, it does not have to be kashered.
ו״ , . ום מ״  ׳ –  מ״ , מ. ומ”   ”  ך ו מום ומ מץ.
Q. I do not know if it was washed with other keilim. It was purchased used.
A. I cannot imagine it would be washed in a dishwasher. It normally would be washed by itself.
For extra measure, you can do “milui virui”: It should be filled up with (ambient) water and simultaneously submerged in water for 24 hours. That water should then be emptied and it should repeated for another 24 hours, then emptied and then repeated for another 24 hours.","###question 
  How can one kasher a crystal decanter that likely held wine? Hagola may crack it..
 ###answer 
 If it wasn’t washed together with treife keilim, it does not have to be kashered.
ו״ , . ום מ״  ׳ –  מ״ , מ. ומ”   ”  ך ו מום ומ מץ.
Q. I do not know if it was washed with other keilim. It was purchased used.
A. I cannot imagine it would be washed in a dishwasher. It normally would be washed by itself.
For extra measure, you can do “milui virui”: It should be filled up with (ambient) water and simultaneously submerged in water for 24 hours. That water should then be emptied and it should repeated for another 24 hours, then emptied and then repeated for another 24 hours."
 Are you allowed to spit cherry pits into a plate in front of you on a table on Shabbos?,"This should only be done if there is some food on the plate. When there is food, the entire plate can be lifted and placed in the garbage. If this wasn’t done and one needs the area to be clean for another use, one can throw the plate into the garbage regardless.
Even in the weekday, this may only be done if it is considered culturally acceptable. One may not do things which will cause other people to be repulsed.","###question 
  Are you allowed to spit cherry pits into a plate in front of you on a table on Shabbos?.
 ###answer 
 This should only be done if there is some food on the plate. When there is food, the entire plate can be lifted and placed in the garbage. If this wasn’t done and one needs the area to be clean for another use, one can throw the plate into the garbage regardless.
Even in the weekday, this may only be done if it is considered culturally acceptable. One may not do things which will cause other people to be repulsed."
 Is there an official Chabad Minhag regarding wearing/not wearing shoes of a deceased person?,"There is no formal Chabad tradition in this matter, though to the best of my knowledge people generally are particular about this.
The only formal reference that I’m aware of is in a response of the Rebbe to a woman who wrote that her Rabbi said it was OK to wear the shoes and the Rebbe responded that some ARE particular about this matter. The Rebbe continued in his response to point out the halachic references for this opinion.","###question 
  Is there an official Chabad Minhag regarding wearing/not wearing shoes of a deceased person?.
 ###answer 
 There is no formal Chabad tradition in this matter, though to the best of my knowledge people generally are particular about this.
The only formal reference that I’m aware of is in a response of the Rebbe to a woman who wrote that her Rabbi said it was OK to wear the shoes and the Rebbe responded that some ARE particular about this matter. The Rebbe continued in his response to point out the halachic references for this opinion."
" My husband is in Aveilus. Can we play music at our son’s Upsherin, even though he and his siblings are in attendance? Do they each serve something to someone?","
You may have music. The Aveilim R’”L should not pay attention to the music. Certainly, not to join any dancing.
Yes, each one of the Aveilim should be doing some serving.
Also, if there will be a full meal, they should not eat the meal there (Hamotzi etc.). They may taste/eat a little, (or they can eat meal in another room).","###question 
  My husband is in Aveilus. Can we play music at our son’s Upsherin, even though he and his siblings are in attendance? Do they each serve something to someone?.
 ###answer 
 
You may have music. The Aveilim R’”L should not pay attention to the music. Certainly, not to join any dancing.
Yes, each one of the Aveilim should be doing some serving.
Also, if there will be a full meal, they should not eat the meal there (Hamotzi etc.). They may taste/eat a little, (or they can eat meal in another room)."
"Is there an exception to that “rule”, like when auspicious days fall out on Shabbos? (i.e. are we supposed to go ahead and ask anyway?)","
According to Halacha one may not request their needs on Shabbos.
One of the reasons for this is because Shabbos accomplishes everything by itself without the need for us to resort to asking for it.  Even when Rosh Hashana or Yom Kippur – which are the most auspicious days of the year to request all of our needs – fall out on Shabbos we do not request our needs with Avinu Malkeinu.
You can make all your requests after Shabbos ends, especially regarding Yud Tes kislev which we celebrate the 20th of kislev as well.
Additionally, anything which is part of the standard text of davening is permitted. Thus, you may have your requests in mind in the Davening of Shabbos, especially during the sections of davening which we say on Shabbos for personal needs (which are permitted being that they are part of the Nussch which the Chachomim instituted) like Yehi Rotzon in the morning Berochos, the middle Beracha of Shabbos Shemone Esrei, Eloki Netzor at the end of Shemone Esrei, Brich Shmei when the Aron Hakodesh is opened and Yekum Purkan and Mi Shebeirach before Musaf. It is important that we have extra kavana when reciting these tefillos. This is more preferred over any personal prayers.
As well, requests for a Refuah Shleima of critically sick person or spiritual requests are permitted on Shabbos. However we do not confess our sins on Shabbos.
We must use out these auspicious days especially when they fall out on Shabbos for extra Davening, learning, Farbrengen and undertaking good resolutions.","###question 
 Is there an exception to that “rule”, like when auspicious days fall out on Shabbos? (i.e. are we supposed to go ahead and ask anyway?).
 ###answer 
 
According to Halacha one may not request their needs on Shabbos.
One of the reasons for this is because Shabbos accomplishes everything by itself without the need for us to resort to asking for it.  Even when Rosh Hashana or Yom Kippur – which are the most auspicious days of the year to request all of our needs – fall out on Shabbos we do not request our needs with Avinu Malkeinu.
You can make all your requests after Shabbos ends, especially regarding Yud Tes kislev which we celebrate the 20th of kislev as well.
Additionally, anything which is part of the standard text of davening is permitted. Thus, you may have your requests in mind in the Davening of Shabbos, especially during the sections of davening which we say on Shabbos for personal needs (which are permitted being that they are part of the Nussch which the Chachomim instituted) like Yehi Rotzon in the morning Berochos, the middle Beracha of Shabbos Shemone Esrei, Eloki Netzor at the end of Shemone Esrei, Brich Shmei when the Aron Hakodesh is opened and Yekum Purkan and Mi Shebeirach before Musaf. It is important that we have extra kavana when reciting these tefillos. This is more preferred over any personal prayers.
As well, requests for a Refuah Shleima of critically sick person or spiritual requests are permitted on Shabbos. However we do not confess our sins on Shabbos.
We must use out these auspicious days especially when they fall out on Shabbos for extra Davening, learning, Farbrengen and undertaking good resolutions."
 ם ך מו מ ומ  ? ומ ם ז ?,"ף מ ז וו  ו ו וו , ו   ם, וו ו מו וו, ו ומום, ומ מון ם  ך ם ם מ – מום  מו ך מו ון . ומ  וו מ ם ם. ו מ ו  ו מ ז ( ו מ ו   מ. ו ״ ״ ׳ ).
ו מו ״ ”ז ׳ , ו״ ו מם מ ומן ׳ : ו ו מ מו מ” מו” מו”, ם  ,   ” מ  ומו ומ, וו: ו, ו  ום, וו ״:  []! וו   ן זן,  ״ז   ״   ו ממוו.
וף מון ן ׳ , ז .
ו, ן ו  ו מו  מ ו ו ו ו מם מ, מו ו (ום ום ״ז ) מ מו״ מו״ ״:  ממם וו    ז ז ו ,  ך  .
ו מו   ( וו  מו״ מז ״ ׳ ״ ״. ון ו מ״):   ן  ו ממ  ו ומם ו. ם    ו  ממ, ו ו ו וומ. ו ך ץ: ״ן״?!   ממ: ״ו ום מ ן  ו ו ו. מ  מם ו  מ  ״… וו ו  (זם , ”. ו ם ון , ) ״וו ״.
ו ומ (מו” ” ” ו מ ם), ”ם ’ ו  ו (ו  ו ו ו מ) מו״. ( ” וו” ”, ” וו ום”, ו ו ו”). וו מ מ ון ו מ  מ ו ו מ ו, ף ו ו ו  מו  מו ו ו ז.
וו ן, וומ ומ ״ מו ו ו״ ו מם ״ו ׳ 48: “ם ו   , ו  מ ו ,   מו ון: ן ם ום ך – ו    ז” ן ן  ?  ז,   ” מו” מו”, מ ו  ום “”, ו ו מ וו ””  מ ן    –  ” מו” מו” ומ :  – ממ ו ון  ם ום, ון מ וו זוו ון  ”…","###question 
  ם ך מו מ ומ  ? ומ ם ז ?.
 ###answer 
 ף מ ז וו  ו ו וו , ו   ם, וו ו מו וו, ו ומום, ומ מון ם  ך ם ם מ – מום  מו ך מו ון . ומ  וו מ ם ם. ו מ ו  ו מ ז ( ו מ ו   מ. ו ״ ״ ׳ ).
ו מו ״ ”ז ׳ , ו״ ו מם מ ומן ׳ : ו ו מ מו מ” מו” מו”, ם  ,   ” מ  ומו ומ, וו: ו, ו  ום, וו ״:  []! וו   ן זן,  ״ז   ״   ו ממוו.
וף מון ן ׳ , ז .
ו, ן ו  ו מו  מ ו ו ו ו מם מ, מו ו (ום ום ״ז ) מ מו״ מו״ ״:  ממם וו    ז ז ו ,  ך  .
ו מו   ( וו  מו״ מז ״ ׳ ״ ״. ון ו מ״):   ן  ו ממ  ו ומם ו. ם    ו  ממ, ו ו ו וומ. ו ך ץ: ״ן״?!   ממ: ״ו ום מ ן  ו ו ו. מ  מם ו  מ  ״… וו ו  (זם , ”. ו ם ון , ) ״וו ״.
ו ומ (מו” ” ” ו מ ם), ”ם ’ ו  ו (ו  ו ו ו מ) מו״. ( ” וו” ”, ” וו ום”, ו ו ו”). וו מ מ ון ו מ  מ ו ו מ ו, ף ו ו ו  מו  מו ו ו ז.
וו ן, וומ ומ ״ מו ו ו״ ו מם ״ו ׳ 48: “ם ו   , ו  מ ו ,   מו ון: ן ם ום ך – ו    ז” ן ן  ?  ז,   ” מו” מו”, מ ו  ום “”, ו ו מ וו ””  מ ן    –  ” מו” מו” ומ :  – ממ ו ון  ם ום, ון מ וו זוו ון  ”…"
 Do I need to wash Negal Vasser after touching my hair?,"One may touch their hair that is not usually covered, and need not wash their hands afterwards, unless one scratched their head within the hair on the scalp.
ו״ ״ז מו״ ׳ ׳ ׳ ״, ׳ ״ ׳ ׳.","###question 
  Do I need to wash Negal Vasser after touching my hair?.
 ###answer 
 One may touch their hair that is not usually covered, and need not wash their hands afterwards, unless one scratched their head within the hair on the scalp.
ו״ ״ז מו״ ׳ ׳ ׳ ״, ׳ ״ ׳ ׳."
Do I have to put unused and unread Mivtzoim pamphlets into Shaimos?,Please see the links below:,"###question 
 Do I have to put unused and unread Mivtzoim pamphlets into Shaimos?.
 ###answer 
 Please see the links below:"
 May I press snow with my foot while walking on Shabbos?,"If it will for sure cause the snow to melt (for example if your shoes are already wet), it’s preferable to take a different route or to hop over or walk around if easily possible. Otherwise it would not be an issue. However, just to press down the snow by itself while not walking would not be allowed.","###question 
  May I press snow with my foot while walking on Shabbos?.
 ###answer 
 If it will for sure cause the snow to melt (for example if your shoes are already wet), it’s preferable to take a different route or to hop over or walk around if easily possible. Otherwise it would not be an issue. However, just to press down the snow by itself while not walking would not be allowed."
 Can sticky notes (like post-it’s) be used on Shabbos to mark a place in a book?,"You may place them and remove them if it’s meant to remain there less than a day. If it will stay longer, one should ideally be stringent.
Regarding taking one off its stack (if they are stuck together):
It should be removed for the first time before Shabbos, and then it can be reattached as needed.
See these two links for similar discussions:
May one tear open and use bandages and sanitary napkins on Shabbos?
Is it a problem to open the flaps of diapers on Shabbos because they are stuck together?","###question 
  Can sticky notes (like post-it’s) be used on Shabbos to mark a place in a book?.
 ###answer 
 You may place them and remove them if it’s meant to remain there less than a day. If it will stay longer, one should ideally be stringent.
Regarding taking one off its stack (if they are stuck together):
It should be removed for the first time before Shabbos, and then it can be reattached as needed.
See these two links for similar discussions:
May one tear open and use bandages and sanitary napkins on Shabbos?
Is it a problem to open the flaps of diapers on Shabbos because they are stuck together?"
 When saying the 12 Pesukim are you supposed to say Hashem’s name by ו and מ?,"It should be pronounced as “Hashem” without saying the actual name, because it’s not a Posuk.","###question 
  When saying the 12 Pesukim are you supposed to say Hashem’s name by ו and מ?.
 ###answer 
 It should be pronounced as “Hashem” without saying the actual name, because it’s not a Posuk."
" How much does one have to clean after the bathroom?
How far does one have to check after the bathroom to be concerned about these issues brought in shulchan Aruch? For some, being overly concerned can at times cause fissures and bleeding, which can be an issue on Shabbos, and which can cause medical problems in the long term.","
Even though one should Lechatchila clean until a tissue would come out clean, one should definitely not stress about this and clean to the point where damage may be inflicted. Additionally, when using water or a bidet one can be lenient about the wiping. (And there’s definitely no room for cleaning inside the anus which has no basis in Halacha.)","###question 
  How much does one have to clean after the bathroom?
How far does one have to check after the bathroom to be concerned about these issues brought in shulchan Aruch? For some, being overly concerned can at times cause fissures and bleeding, which can be an issue on Shabbos, and which can cause medical problems in the long term..
 ###answer 
 
Even though one should Lechatchila clean until a tissue would come out clean, one should definitely not stress about this and clean to the point where damage may be inflicted. Additionally, when using water or a bidet one can be lenient about the wiping. (And there’s definitely no room for cleaning inside the anus which has no basis in Halacha.)"
"Does the car service need to be Jewish? Frum?
Note: usually, the taxi gets paid at the time he drops off the food.
Also, one of the non-Jewish kitchen workers rids over to the other location with his bicycle. He brought me a tuna sandwich from the kitchen – and it’s not double ‘sealed’. (it’s double-wrapped (saran wrap + silver foil. No tape or special siman), can it be eaten or not?","
If it’s a set driver every time that would be afraid to lose his job if he gets caught one may be lenient.
If it’s not a set driver, he needs to be a yid who is careful with eating kosher (he does not need to be shomer shabbos in regards to this halacha). If not, then there would be an issue also with fish and milchigs if it’s not sealed properly.
A siman has to be a significant sign that indicates that there is no chance of it being switched like a stamp and/or a seal. If one could recognize the food and knows for sure where it comes from is also fine.
When riding a bicycle through reshus horabim one may be lenient after the fact, unless it’s a frum neighborhood then it shouldn’t be a problem at all.","###question 
 Does the car service need to be Jewish? Frum?
Note: usually, the taxi gets paid at the time he drops off the food.
Also, one of the non-Jewish kitchen workers rids over to the other location with his bicycle. He brought me a tuna sandwich from the kitchen – and it’s not double ‘sealed’. (it’s double-wrapped (saran wrap + silver foil. No tape or special siman), can it be eaten or not?.
 ###answer 
 
If it’s a set driver every time that would be afraid to lose his job if he gets caught one may be lenient.
If it’s not a set driver, he needs to be a yid who is careful with eating kosher (he does not need to be shomer shabbos in regards to this halacha). If not, then there would be an issue also with fish and milchigs if it’s not sealed properly.
A siman has to be a significant sign that indicates that there is no chance of it being switched like a stamp and/or a seal. If one could recognize the food and knows for sure where it comes from is also fine.
When riding a bicycle through reshus horabim one may be lenient after the fact, unless it’s a frum neighborhood then it shouldn’t be a problem at all."
"Q1. For heartburn/acid reflux, may one chew Tums with letters on Shabbos? If not, what should one do?","A. Swallowing pills with letters isn’t a problem. The issue is eating where it breaks before swallowing.
However, tums are a problem due to taking medication on Shabbos. It is permissible if either of the following conditions exists:
If one takes it before the onset of heartburn. Likewise, if taken for its nutritional value, as a calcium supplement, rather than to cure existing heartburn, there is room to be lenient.
If one is bedridden or his pain causes a sickness/ weakness in the entire body (such as severe pain where one cannot function).
If one has no choice as all foods cause heartburn.
If mixed into food before Shabbos.
Q2: What if the pain prevents sleep, or is really disturbing in general, may one take tums then?
A. Tzaar Gadol, strong pain, isn’t a license to take medications unless it causes one to be bedridden or general weakness in the entire body.
In such situations, it is recommended to mix the medication into food before Shabbos, as mentioned.
Q3. Is it the same with Yom Tov?
A. Yes, but second day Yom Tov it’s OK and there is no problem of Refuah (or the letters breaking).","###question 
 Q1. For heartburn/acid reflux, may one chew Tums with letters on Shabbos? If not, what should one do?.
 ###answer 
 A. Swallowing pills with letters isn’t a problem. The issue is eating where it breaks before swallowing.
However, tums are a problem due to taking medication on Shabbos. It is permissible if either of the following conditions exists:
If one takes it before the onset of heartburn. Likewise, if taken for its nutritional value, as a calcium supplement, rather than to cure existing heartburn, there is room to be lenient.
If one is bedridden or his pain causes a sickness/ weakness in the entire body (such as severe pain where one cannot function).
If one has no choice as all foods cause heartburn.
If mixed into food before Shabbos.
Q2: What if the pain prevents sleep, or is really disturbing in general, may one take tums then?
A. Tzaar Gadol, strong pain, isn’t a license to take medications unless it causes one to be bedridden or general weakness in the entire body.
In such situations, it is recommended to mix the medication into food before Shabbos, as mentioned.
Q3. Is it the same with Yom Tov?
A. Yes, but second day Yom Tov it’s OK and there is no problem of Refuah (or the letters breaking)."
 How should I light Shabbos candles in a hospital?,"One may light electric candles in the hospital with a Bracha. It is recommended to use a battery operated light, rather than a regular electric lamp. Some say the light must be incandescent and not fluorescent. One should certainly not use LED lights.
Ideally it should be a light not ordinarily used during the week.","###question 
  How should I light Shabbos candles in a hospital?.
 ###answer 
 One may light electric candles in the hospital with a Bracha. It is recommended to use a battery operated light, rather than a regular electric lamp. Some say the light must be incandescent and not fluorescent. One should certainly not use LED lights.
Ideally it should be a light not ordinarily used during the week."
