question,answer,text
"I live out of town and there is only one Ashkenaz Minyan that takes Shabbos in early at 7PM every week. At times, both Mincha and Maariv are after Plag HaMincha and before Shekia/Tzeis, which I understand is Tarti Desasri. Should I Daven Mincha Beyichidus before Plag and then join the Shul to listen to Chazoras Hashatz of Mincha and Daven Maariv with the Minyan, or Daven Mincha and Maariv Betzibur regardless?","
You should daven Minchah with the Minyan and wait until after Tzeis to daven Maariv. However Kabolas Shabbos can be said with the Minyan.
See sources quoted here:
1. What would be preferred, to Daven Maariv early with a Minyan (in a case where one Davened Mincha after Plag), or to Daven Beychidus after Tzeis? 2. In general from what time can one start Davening Maariv Lechatchila?
Follow-up Question:
Will this delay the Seudas Shabbos? My wife and children would prefer to have an earlier meal. Tzais is around 9:25 this time of year. I understand it is Halachikly okay to start the meal early and be Mekabel Shabbos by Kiddush even before Maariv. Is this recommended?
Answer:","###question 
 I live out of town and there is only one Ashkenaz Minyan that takes Shabbos in early at 7PM every week. At times, both Mincha and Maariv are after Plag HaMincha and before Shekia/Tzeis, which I understand is Tarti Desasri. Should I Daven Mincha Beyichidus before Plag and then join the Shul to listen to Chazoras Hashatz of Mincha and Daven Maariv with the Minyan, or Daven Mincha and Maariv Betzibur regardless?.
 ###answer 
 
You should daven Minchah with the Minyan and wait until after Tzeis to daven Maariv. However Kabolas Shabbos can be said with the Minyan.
See sources quoted here:
1. What would be preferred, to Daven Maariv early with a Minyan (in a case where one Davened Mincha after Plag), or to Daven Beychidus after Tzeis? 2. In general from what time can one start Davening Maariv Lechatchila?
Follow-up Question:
Will this delay the Seudas Shabbos? My wife and children would prefer to have an earlier meal. Tzais is around 9:25 this time of year. I understand it is Halachikly okay to start the meal early and be Mekabel Shabbos by Kiddush even before Maariv. Is this recommended?
Answer:"
 I had a few brain surgery’s about two years ago and had not made a Birchas Hagomel yet. What should I do?,Say it now.,"###question 
  I had a few brain surgery’s about two years ago and had not made a Birchas Hagomel yet. What should I do?.
 ###answer 
 Say it now."
 Can I use a Whipped Cream Dispenser on Yom Tov?,Link to product.,"###question 
  Can I use a Whipped Cream Dispenser on Yom Tov?.
 ###answer 
 Link to product."
" What are the obligations of someone receiving a Shidduch call as a reference?
If there are medical or mental health issues that are important, should a reference disclose that information or leave it up to the actual parties to do so?","
Please see here for a thorough response to your question.
See similar discussion here:","###question 
  What are the obligations of someone receiving a Shidduch call as a reference?
If there are medical or mental health issues that are important, should a reference disclose that information or leave it up to the actual parties to do so?.
 ###answer 
 
Please see here for a thorough response to your question.
See similar discussion here:"
"If I get pictures or videos (of a Seuda or Shul) that were taken on Shabbos by a non-Shomer Shabbos (or LeHavdil, a Goy), can I print/use/publicize them?","
A Jew that is not Shomer Shabbos –
If it was a one-time event, and this picture would not be able to be taken after Shabbos, it would be Asur to benefit from it forever.
If this picture can be taken again but it happens to be that it was taken on Shabbos, it is Assur to benefit from it for the amount of time that it would take to take such a picture and after that it would be permitted to benefit from it.
A Goy –
If you assisted in taking the pictures (posed etc.) or he did it for you and it was a one time event, and this picture would not be able to be taken after Shabbos, it would be Asur to benefit from it forever.
If this picture can be taken again but it happens to be that it was taken on Shabbos, it is Assur to benefit from it for the amount of time that it would take to take such a picture and after that it would be permitted to benefit from it.
If you have not known that this picture was being taken, and it was taken for the benefit of the photographer, it would be permitted to benefit from the pictures.","###question 
 If I get pictures or videos (of a Seuda or Shul) that were taken on Shabbos by a non-Shomer Shabbos (or LeHavdil, a Goy), can I print/use/publicize them?.
 ###answer 
 
A Jew that is not Shomer Shabbos –
If it was a one-time event, and this picture would not be able to be taken after Shabbos, it would be Asur to benefit from it forever.
If this picture can be taken again but it happens to be that it was taken on Shabbos, it is Assur to benefit from it for the amount of time that it would take to take such a picture and after that it would be permitted to benefit from it.
A Goy –
If you assisted in taking the pictures (posed etc.) or he did it for you and it was a one time event, and this picture would not be able to be taken after Shabbos, it would be Asur to benefit from it forever.
If this picture can be taken again but it happens to be that it was taken on Shabbos, it is Assur to benefit from it for the amount of time that it would take to take such a picture and after that it would be permitted to benefit from it.
If you have not known that this picture was being taken, and it was taken for the benefit of the photographer, it would be permitted to benefit from the pictures."
" While women are allowed to wear tops that cover their elbows, some people say that a woman who wears long sleeves gets more Bracha. Does Chabad hold like this?","It’s nothing specific to Lubavitch. Halacha mandates that the arm until the elbow should be properly covered. In a place where the common custom for women is to cover until the hand, it is part of Tznius to cover that as well. Some are stringent to cover the sleeves but this isn’t a requirement. As in any other stringency, one should consider first if this stringency suits them, whether it won’t cause other leniencies, etc. This can be discussed with a mashpia.","###question 
  While women are allowed to wear tops that cover their elbows, some people say that a woman who wears long sleeves gets more Bracha. Does Chabad hold like this?.
 ###answer 
 It’s nothing specific to Lubavitch. Halacha mandates that the arm until the elbow should be properly covered. In a place where the common custom for women is to cover until the hand, it is part of Tznius to cover that as well. Some are stringent to cover the sleeves but this isn’t a requirement. As in any other stringency, one should consider first if this stringency suits them, whether it won’t cause other leniencies, etc. This can be discussed with a mashpia."
" I didn’t see the moon (yet) tonight (Leil Yud daled). Tomorrow night I will be flying. What should I do if I see the moon on the plane, should I do it then or can I / should I push it off until the next night?","If you see the moon on the plane, you should do Kiddush Levana, and not risk the chance of missing Kiddush Levana altogether.
Explanation:
The Minhag is that Kiddush Levana is not performed under a roof (OC 426:4). There are two reasons for this Minhag:
According to the Bach (OC 426), it is disrespectful when one does not make the effort to leave one’s home and go out to greet the king; how much more so when greeting the Shechinah. [It might be argued that this reason does not apply when in an airplane, where it is impossible to “go out and greet the king”, and staying inside is therefore not an act of disrespect.]
According to the Maharil (cited in Magen Avraham OC 426:14), the concern is that there might be Tumah within the building, and it is appropriate that one should greet the Shechinah in a place which is Tahor.
In any case, the Bach rules that this Minhag applies only where practical. In cases where it is not practical to go outdoors, such as an (even mildly) ill person who is housebound, or someone who is frightened of the reactions of the Gentiles, may recite Kiddush Levana at the window. The Bach’s ruling is brought down by the Taz (OC 426:4) and Magen Avraham (ibid) and other Achronim. The Magen Avraham provides another (more obvious) example – when the outdoors is filthy and not befitting the Bracha.
There is a further discussion in the Poskim whether one may view the moon from behind a (transparent glass or plastic) windowpane. The Pri Megadim (Mishbetzos Zahav OC 426:4) rules that one may do so when it is not possible to open the window, such as in your situation. The Birchei Yosef (OC 426:4) seems to conclude that it is unnecessary to open the window at all. [This particular issue is a far-ranging one in Halacha, and also concerns vision through glasses, but the common practice is to be lenient in this matter, especially when the pane is completely transparent.]","###question 
  I didn’t see the moon (yet) tonight (Leil Yud daled). Tomorrow night I will be flying. What should I do if I see the moon on the plane, should I do it then or can I / should I push it off until the next night?.
 ###answer 
 If you see the moon on the plane, you should do Kiddush Levana, and not risk the chance of missing Kiddush Levana altogether.
Explanation:
The Minhag is that Kiddush Levana is not performed under a roof (OC 426:4). There are two reasons for this Minhag:
According to the Bach (OC 426), it is disrespectful when one does not make the effort to leave one’s home and go out to greet the king; how much more so when greeting the Shechinah. [It might be argued that this reason does not apply when in an airplane, where it is impossible to “go out and greet the king”, and staying inside is therefore not an act of disrespect.]
According to the Maharil (cited in Magen Avraham OC 426:14), the concern is that there might be Tumah within the building, and it is appropriate that one should greet the Shechinah in a place which is Tahor.
In any case, the Bach rules that this Minhag applies only where practical. In cases where it is not practical to go outdoors, such as an (even mildly) ill person who is housebound, or someone who is frightened of the reactions of the Gentiles, may recite Kiddush Levana at the window. The Bach’s ruling is brought down by the Taz (OC 426:4) and Magen Avraham (ibid) and other Achronim. The Magen Avraham provides another (more obvious) example – when the outdoors is filthy and not befitting the Bracha.
There is a further discussion in the Poskim whether one may view the moon from behind a (transparent glass or plastic) windowpane. The Pri Megadim (Mishbetzos Zahav OC 426:4) rules that one may do so when it is not possible to open the window, such as in your situation. The Birchei Yosef (OC 426:4) seems to conclude that it is unnecessary to open the window at all. [This particular issue is a far-ranging one in Halacha, and also concerns vision through glasses, but the common practice is to be lenient in this matter, especially when the pane is completely transparent.]"
 Is there any issue with using flavored waxed floss without a Hechsher?,"Dental floss may be used even if flavored.
Preferable to use unflavored.","###question 
  Is there any issue with using flavored waxed floss without a Hechsher?.
 ###answer 
 Dental floss may be used even if flavored.
Preferable to use unflavored."
" Can a man co-found a company with a woman?
Is it halachically permissible for a man to co-found a company with a woman? Currently, the company is a startup that is expanding. Also is it permissible to work for that startup if it is only 1-2 people and would involve close interactions discussing business strategy and analysis etc? Most work would be done by computer but there would be business meetings etc.","
Permissible.
However, one must ensure not to violate the rules governing the interaction between men and women. This includes ensuring there is no Yichud, physical contact, flirtatious talk or behavior, excessive unnecessary conversation, and general lightheadedness.
Specific additional boundaries should be put in place to ensure that any such behaviors don’t happen. For example, not calling each other by the first name, etc.
It is advisable to receive advice from a seasoned and experienced Mashpia in these matters.
Recommended reading material:
Nine to Five: A Guide to Modest Conduct for Today’s Workplace.
See also the attached Kovetz (Hebrew) Chapter 4.","###question 
  Can a man co-found a company with a woman?
Is it halachically permissible for a man to co-found a company with a woman? Currently, the company is a startup that is expanding. Also is it permissible to work for that startup if it is only 1-2 people and would involve close interactions discussing business strategy and analysis etc? Most work would be done by computer but there would be business meetings etc..
 ###answer 
 
Permissible.
However, one must ensure not to violate the rules governing the interaction between men and women. This includes ensuring there is no Yichud, physical contact, flirtatious talk or behavior, excessive unnecessary conversation, and general lightheadedness.
Specific additional boundaries should be put in place to ensure that any such behaviors don’t happen. For example, not calling each other by the first name, etc.
It is advisable to receive advice from a seasoned and experienced Mashpia in these matters.
Recommended reading material:
Nine to Five: A Guide to Modest Conduct for Today’s Workplace.
See also the attached Kovetz (Hebrew) Chapter 4."
" Can a lady give a Shiur to men?
Full Question:
I run a lunch and learn in my office, the crowd is mixed and diverse, and we bring different speakers every week. It was suggested from our main sponsor to have a lady (who is fully Frum and Tznius) to give the Shiur/lecture. Is this permissible? Obviously, I am in a sensitive position. If the answer is in the negative, I would need to present it to the local rabbinic authority, and present the sources in Halacha.","
This is not proper for a religious crowd. Poskim advise against this. (Men need to look at the speaker, and to have men looking at a woman speak for a long period of time is not Tznius. We find in the Poskim that by the age of 9, it is important to have only male teachers).
Some poskim even forbid it outright.
(See Shaarei Yosher III: 21. Shevet Halevi 3:14. Mishnah Halachos 5:218. 11: 58. L’horos Nasan 1 EH 60:5. Igros Moshe OC 5: 12. See also ibid. 2:36).
However, if the crowd is not religious, and the purpose is to teach them Torah, there could be some room for leniency in very specific scenarios, and one should seek guidance from a Rav.","###question 
  Can a lady give a Shiur to men?
Full Question:
I run a lunch and learn in my office, the crowd is mixed and diverse, and we bring different speakers every week. It was suggested from our main sponsor to have a lady (who is fully Frum and Tznius) to give the Shiur/lecture. Is this permissible? Obviously, I am in a sensitive position. If the answer is in the negative, I would need to present it to the local rabbinic authority, and present the sources in Halacha..
 ###answer 
 
This is not proper for a religious crowd. Poskim advise against this. (Men need to look at the speaker, and to have men looking at a woman speak for a long period of time is not Tznius. We find in the Poskim that by the age of 9, it is important to have only male teachers).
Some poskim even forbid it outright.
(See Shaarei Yosher III: 21. Shevet Halevi 3:14. Mishnah Halachos 5:218. 11: 58. L’horos Nasan 1 EH 60:5. Igros Moshe OC 5: 12. See also ibid. 2:36).
However, if the crowd is not religious, and the purpose is to teach them Torah, there could be some room for leniency in very specific scenarios, and one should seek guidance from a Rav."
 We are looking to change our school location. One of the locations in question is attached to a church and rent is paid directly to the church itself. Is this a Halachic problem?,"If the money goes directly to the church, then it is not permissible, unless we know that the money is going to fund their social work and not for the actual church itself.
Even so this is not advisable for Chinuch reasons.","###question 
  We are looking to change our school location. One of the locations in question is attached to a church and rent is paid directly to the church itself. Is this a Halachic problem?.
 ###answer 
 If the money goes directly to the church, then it is not permissible, unless we know that the money is going to fund their social work and not for the actual church itself.
Even so this is not advisable for Chinuch reasons."
" A publication wants to print this letter and wants to know if you approve of it?
Do you approve of the following?
I recommend to consider that a couple getting married in their early twenties can expect to spend sixty years together, which is about five hundred thousand hours, and therefore should consider spending at least fifty hours getting to know their potential spouse before marrying them. Fifty hours is the equivalent of ten five hour dates and would only be one ten-thousandth of the time that they can expect to spend together. I think that it is obviously very unwise to marry someone without spending at least fifty hours getting to know them, and I recommend to go on at least ten five-hour dates before marrying someone.","
I don’t approve. Aside of the Hashkafah issues, there are some technical flaws in the logic here.
Couples don’t spend 24 hours a day together. That reduces your amount of hours significantly.
There is also no solid evidence that getting to know someone better, or for more time before marriage has bearing on the success rate of the marriage. Even if it does has bearing, as some argue, it’s obvious that serious commitment and shared goals are the ultimate influences on the durability of the marriage.
It should be noted that in many other circles they hardly see each other before marriage and they have a high success rate of lasting marriages. Historically, our ancestors who hardly dated also have a history of longer-lasting marriages.","###question 
  A publication wants to print this letter and wants to know if you approve of it?
Do you approve of the following?
I recommend to consider that a couple getting married in their early twenties can expect to spend sixty years together, which is about five hundred thousand hours, and therefore should consider spending at least fifty hours getting to know their potential spouse before marrying them. Fifty hours is the equivalent of ten five hour dates and would only be one ten-thousandth of the time that they can expect to spend together. I think that it is obviously very unwise to marry someone without spending at least fifty hours getting to know them, and I recommend to go on at least ten five-hour dates before marrying someone..
 ###answer 
 
I don’t approve. Aside of the Hashkafah issues, there are some technical flaws in the logic here.
Couples don’t spend 24 hours a day together. That reduces your amount of hours significantly.
There is also no solid evidence that getting to know someone better, or for more time before marriage has bearing on the success rate of the marriage. Even if it does has bearing, as some argue, it’s obvious that serious commitment and shared goals are the ultimate influences on the durability of the marriage.
It should be noted that in many other circles they hardly see each other before marriage and they have a high success rate of lasting marriages. Historically, our ancestors who hardly dated also have a history of longer-lasting marriages."
" I am planning to make a Bar Mitzvah at 7 or 7:30, is there an issue with the timing because of Maariv which can only be Davened much later?",It’s not a problem. But make sure to break for Maariv.,"###question 
  I am planning to make a Bar Mitzvah at 7 or 7:30, is there an issue with the timing because of Maariv which can only be Davened much later?.
 ###answer 
 It’s not a problem. But make sure to break for Maariv."
 Is it necessary to scrub the oven clean between cooking uncovered fish and cooking meat?,"The oven should be clean from actual residue between fish and meat.
Some are particular to designate separate pots for both or in the case of an oven preheat it (besides for cleaning).","###question 
  Is it necessary to scrub the oven clean between cooking uncovered fish and cooking meat?.
 ###answer 
 The oven should be clean from actual residue between fish and meat.
Some are particular to designate separate pots for both or in the case of an oven preheat it (besides for cleaning)."
 May one say Shema and Hamapil after Alos Hashachar?,"Shema for the evening may be recited. Although the time it is supposed to be recited originally is during the night, one may say it during the day. However one must first say Birchas HaTorah.
Hamapil may not be recited after Alos.","###question 
  May one say Shema and Hamapil after Alos Hashachar?.
 ###answer 
 Shema for the evening may be recited. Although the time it is supposed to be recited originally is during the night, one may say it during the day. However one must first say Birchas HaTorah.
Hamapil may not be recited after Alos."
" Is there a way to have a Goy bid on a house for you, if the auction is taking place on Shabbos? He would have to show up with a check of a significant amount in hand and actually buy it.",Where there is no choice one may do it.,"###question 
  Is there a way to have a Goy bid on a house for you, if the auction is taking place on Shabbos? He would have to show up with a check of a significant amount in hand and actually buy it..
 ###answer 
 Where there is no choice one may do it."
" We rarely come in to town and will only be here on Rosh Chodesh, Can we go to the Ohel then?","The custom is not to go to a cemetery on Rosh Chodesh, although it’s not an outright Issur.
Many Chassidim go to the ohel on Rosh Chodesh. The Rebbe has gone on some occasions on Rosh Chodesh too, however this was an exception to the rule.
Rumor has it that the Rebbe once stated that if going to a Rebbe not as going to a cemetery but as if the Rebbe moved a few blocks away (the way one goes to a living person) one may go even on Chol Hamoed.
See here.","###question 
  We rarely come in to town and will only be here on Rosh Chodesh, Can we go to the Ohel then?.
 ###answer 
 The custom is not to go to a cemetery on Rosh Chodesh, although it’s not an outright Issur.
Many Chassidim go to the ohel on Rosh Chodesh. The Rebbe has gone on some occasions on Rosh Chodesh too, however this was an exception to the rule.
Rumor has it that the Rebbe once stated that if going to a Rebbe not as going to a cemetery but as if the Rebbe moved a few blocks away (the way one goes to a living person) one may go even on Chol Hamoed.
See here."
" This year, when 17 Tammuz falls on Shabbos, do customary restrictions of Bein Hametzorim apply on that Shabbos? In particular, can one say Shehecheyanu on a new fruit?",There is an unresolved dispute about this matter.,"###question 
  This year, when 17 Tammuz falls on Shabbos, do customary restrictions of Bein Hametzorim apply on that Shabbos? In particular, can one say Shehecheyanu on a new fruit?.
 ###answer 
 There is an unresolved dispute about this matter."
" I print Chabad pamphlets for a Sefardi shul. Someone showed me today that according to Yalkut Yosef, if there is no Eruv, one should not leave pamphlets on Shabbos because it causes a stumbling block for those who still carry. Is this something I should consider also when the Eruv is down?","There is different opinions on how much one must be concerned that people might carry because of you leaving pamphlets in shul. When there is a legitimate reason to think that people would carry the pamphlets home (like when the Eruv is down and they are used to carry these pamphlets home) you should refrain from putting out the pamphlets.
Another thing to consider is that wether or not it would be permitted, if the Shul follows the ruling of the Yalkut Yosef and he forbids to put out pamphlets when there is no Eruv, you should follow his view as well.","###question 
  I print Chabad pamphlets for a Sefardi shul. Someone showed me today that according to Yalkut Yosef, if there is no Eruv, one should not leave pamphlets on Shabbos because it causes a stumbling block for those who still carry. Is this something I should consider also when the Eruv is down?.
 ###answer 
 There is different opinions on how much one must be concerned that people might carry because of you leaving pamphlets in shul. When there is a legitimate reason to think that people would carry the pamphlets home (like when the Eruv is down and they are used to carry these pamphlets home) you should refrain from putting out the pamphlets.
Another thing to consider is that wether or not it would be permitted, if the Shul follows the ruling of the Yalkut Yosef and he forbids to put out pamphlets when there is no Eruv, you should follow his view as well."
 Will people live forever after Techiyas Hameisim?,"The Pasuk in Yeshayahu1 says “the death will be swallowed up forever and Hashem will erase tears from all faces.” See Rashi on this verse where he says “death will be hidden forever.”
In Breishis Rabbah2 there is a dispute between the Tenaim if there will be eternal life after Techias Hameisim for the gentiles, but all opinions agree that the Jews will have everlasting life.3
The view of the Rambam4 is that eventually even after Techiyas Hameisim people will live a long life and eventually die. Virtually all views reject the Rambam’s view, namely the Ramban5 This is also the view of Kabbalah and Chassidus like the view of the Ramban and other Rishonim that life will be eternal after Techiyas Hameisim.6","###question 
  Will people live forever after Techiyas Hameisim?.
 ###answer 
 The Pasuk in Yeshayahu1 says “the death will be swallowed up forever and Hashem will erase tears from all faces.” See Rashi on this verse where he says “death will be hidden forever.”
In Breishis Rabbah2 there is a dispute between the Tenaim if there will be eternal life after Techias Hameisim for the gentiles, but all opinions agree that the Jews will have everlasting life.3
The view of the Rambam4 is that eventually even after Techiyas Hameisim people will live a long life and eventually die. Virtually all views reject the Rambam’s view, namely the Ramban5 This is also the view of Kabbalah and Chassidus like the view of the Ramban and other Rishonim that life will be eternal after Techiyas Hameisim.6"
" Is one who finds it harmful to eat dairy permitted to eat chicken during the Nine Days?
I saw in Kitzur Shulchon Aruch (122:8) that one who finds it harmful to eat dairy they are permitted to eat meat of a chicken. Is this accurate? If yes, am I permitted to eat chicken as I am highly allergic to all dairy products to the extent where I carry an EpiPen where ever I go, G-d forbid I need it.","
That is correct.
The reason for abstaining from meat during the Nine Days is twofold:
Because meat is associated with joy.
Because meat is reminiscent of the Korbonos which were halted at the time of the Churban.
These reasons don’t apply to the same degree with regards to chicken – it is not associated to the same degree with joy, and because chicken was not offered up as a Korbon.
Although the Minhag is to abstain from chicken nonetheless, and there is absolutely no leniency for a healthy person, the Bach (552:2) and Magen Avraham (551:28) are lenient for a person to whom dairy is harmful. This is because abstaining from all dairy and all meat for a period of nine days would have a detrimental health effect (Shvus Yaakov §36), and is therefore allowed when needed (Oruch Hashulchan 551:24).
The concern of a detrimental health effect certainly loomed large in times bygone when the range of available food was relatively minimal. Therefore, in our times, when there is a wide range of high protein foods, it would be appropriate to avoid poultry as well if you are absolutely certain that this will not lead to detrimental health effects.","###question 
  Is one who finds it harmful to eat dairy permitted to eat chicken during the Nine Days?
I saw in Kitzur Shulchon Aruch (122:8) that one who finds it harmful to eat dairy they are permitted to eat meat of a chicken. Is this accurate? If yes, am I permitted to eat chicken as I am highly allergic to all dairy products to the extent where I carry an EpiPen where ever I go, G-d forbid I need it..
 ###answer 
 
That is correct.
The reason for abstaining from meat during the Nine Days is twofold:
Because meat is associated with joy.
Because meat is reminiscent of the Korbonos which were halted at the time of the Churban.
These reasons don’t apply to the same degree with regards to chicken – it is not associated to the same degree with joy, and because chicken was not offered up as a Korbon.
Although the Minhag is to abstain from chicken nonetheless, and there is absolutely no leniency for a healthy person, the Bach (552:2) and Magen Avraham (551:28) are lenient for a person to whom dairy is harmful. This is because abstaining from all dairy and all meat for a period of nine days would have a detrimental health effect (Shvus Yaakov §36), and is therefore allowed when needed (Oruch Hashulchan 551:24).
The concern of a detrimental health effect certainly loomed large in times bygone when the range of available food was relatively minimal. Therefore, in our times, when there is a wide range of high protein foods, it would be appropriate to avoid poultry as well if you are absolutely certain that this will not lead to detrimental health effects."
"A patient in hospital semi-conscious with an open toilet in the room, no divider and no curtain. Do we put Tefillin on? with a Bracha? How about if we cover the toilet with a blanket? Visitors want to daven say tehilim or learn.","
He can put on Tefillin without a Bracha (he also shouldn’t daven in that room).
If the toilet is covered with a blanket, a Bracha may be made and davening may be said. Visitors may say tehillim or learn.","###question 
 A patient in hospital semi-conscious with an open toilet in the room, no divider and no curtain. Do we put Tefillin on? with a Bracha? How about if we cover the toilet with a blanket? Visitors want to daven say tehilim or learn..
 ###answer 
 
He can put on Tefillin without a Bracha (he also shouldn’t daven in that room).
If the toilet is covered with a blanket, a Bracha may be made and davening may be said. Visitors may say tehillim or learn."
 What Brachah do I say when I see a River or an Ocean?,"Article: A Brachah on Rivers
The brachah of Oseh ma’aseh bereishis (thanking Hashem for the wonders of creation) should be recited when we see a large river that has been around since sheishes yemei breishis (the beginning of creation).
However, if the river has changed course, even if it happened biyedei shamayaim (due to a natural act from Above), we don’t say the brachah. When encountering a river, we needn’t be concerned that its course may have changed over time, but if it’s unknown whether the river dates back to sheishes yemei breishis, no brachah should be said. This is one of the reasons that this brachah is seldom recited, since the provenance of most rivers is unknown. Poskim say, though, that there is no concern with saying the brachah if we see very large rivers, such as the Mississippi.
None of the issues concerning rivers apply to oceans; we certainly should make a brachah when seeing an ocean. Upon seeing the “yam hagadol” (the ‘great ocean’), a special brachah, She’asah es (or Oseh) hayam hagadol, ought to be said. However, since we don’t know which ocean bears that name, we say Oseh maaseh breishis instead. Some maintain that the brachah for the yam hagadol should be recited when seeing any ocean which encircles continents, such as the Atlantic Ocean.
These Brachos are only recited once every 30 days.
See also:
What Brachah do I say when I see a River or an Ocean?","###question 
  What Brachah do I say when I see a River or an Ocean?.
 ###answer 
 Article: A Brachah on Rivers
The brachah of Oseh ma’aseh bereishis (thanking Hashem for the wonders of creation) should be recited when we see a large river that has been around since sheishes yemei breishis (the beginning of creation).
However, if the river has changed course, even if it happened biyedei shamayaim (due to a natural act from Above), we don’t say the brachah. When encountering a river, we needn’t be concerned that its course may have changed over time, but if it’s unknown whether the river dates back to sheishes yemei breishis, no brachah should be said. This is one of the reasons that this brachah is seldom recited, since the provenance of most rivers is unknown. Poskim say, though, that there is no concern with saying the brachah if we see very large rivers, such as the Mississippi.
None of the issues concerning rivers apply to oceans; we certainly should make a brachah when seeing an ocean. Upon seeing the “yam hagadol” (the ‘great ocean’), a special brachah, She’asah es (or Oseh) hayam hagadol, ought to be said. However, since we don’t know which ocean bears that name, we say Oseh maaseh breishis instead. Some maintain that the brachah for the yam hagadol should be recited when seeing any ocean which encircles continents, such as the Atlantic Ocean.
These Brachos are only recited once every 30 days.
See also:
What Brachah do I say when I see a River or an Ocean?"
 I’m working with my student from two years ago in a camp. We are both head staff although I am her superior. Everyone at camp calls me by my first name. Can my student also? (She usually would refer to me as Miss…). I have no problem with her calling me by my name.,She may.,"###question 
  I’m working with my student from two years ago in a camp. We are both head staff although I am her superior. Everyone at camp calls me by my first name. Can my student also? (She usually would refer to me as Miss…). I have no problem with her calling me by my name..
 ###answer 
 She may."
" The AC in our rented apartment broke. Is the landlord obligated to replace it?
We rent a floor of a house owned by a frum Jewish family. It came with an air conditioner already functionally installed into the wall of the house. It currently does not cool the house to a safe level and we have small children. We already pay a very high rent and barely have enough for food. I am aware that NY state law says AC is an amenity and not a necessity. Does halacha view this differently if the heat becomes dangerously high? It was built into the house many years prior to our renting from them.","
If there was no agreement in writing or verbally that the air-conditioner needs to be able to cool the entire home then the landlord does not have an obligation towards replacing the air conditioner or adding an additional air conditioner.
However, you can try asking the landlord if they would agree to give you credit towards your rent money for an additional window air conditioner unit to be purchased and installed (or possibly a purifying air fan).","###question 
  The AC in our rented apartment broke. Is the landlord obligated to replace it?
We rent a floor of a house owned by a frum Jewish family. It came with an air conditioner already functionally installed into the wall of the house. It currently does not cool the house to a safe level and we have small children. We already pay a very high rent and barely have enough for food. I am aware that NY state law says AC is an amenity and not a necessity. Does halacha view this differently if the heat becomes dangerously high? It was built into the house many years prior to our renting from them..
 ###answer 
 
If there was no agreement in writing or verbally that the air-conditioner needs to be able to cool the entire home then the landlord does not have an obligation towards replacing the air conditioner or adding an additional air conditioner.
However, you can try asking the landlord if they would agree to give you credit towards your rent money for an additional window air conditioner unit to be purchased and installed (or possibly a purifying air fan)."
 1) May we eat meat on Rosh Chodesh Av or not?  2) Can we taste meat to see if the seasoning is good for Shabbos on Rosh Chodesh Av as it’s Erev Shabbos this year?,"1. One may not eat meat on Rosh Chodesh.
2. If necessary, one may taste the Fleishig food when preparing it for Shabbos, provided that it is expelled without swallowing.","###question 
  1) May we eat meat on Rosh Chodesh Av or not?  2) Can we taste meat to see if the seasoning is good for Shabbos on Rosh Chodesh Av as it’s Erev Shabbos this year?.
 ###answer 
 1. One may not eat meat on Rosh Chodesh.
2. If necessary, one may taste the Fleishig food when preparing it for Shabbos, provided that it is expelled without swallowing."
 There is a bad smell in my house (like from something rotten) but I can’t find the source. Am I allowed to recite Brochos in it?,You can spray the area where you’re standing with air freshener and then make a Bracha.,"###question 
  There is a bad smell in my house (like from something rotten) but I can’t find the source. Am I allowed to recite Brochos in it?.
 ###answer 
 You can spray the area where you’re standing with air freshener and then make a Bracha."
 My wife is pregnant. Can she go to a relatives funeral; to the cemetery? ,"The custom is to avoid going, although strictly it’s permitted.
When there is need to go (she really wants, etc.), it’s best not to be in the same room as the deceased and generally to stand at a distance.","###question 
  My wife is pregnant. Can she go to a relatives funeral; to the cemetery? .
 ###answer 
 The custom is to avoid going, although strictly it’s permitted.
When there is need to go (she really wants, etc.), it’s best not to be in the same room as the deceased and generally to stand at a distance."
" Are you allowed to get professional manicure and pedicure in honor of Shabbos during the 9 days, if you don’t cut the nails?","This week this should be avoided, as tomorrow is Rosh Chodesh, unless you do this every week.","###question 
  Are you allowed to get professional manicure and pedicure in honor of Shabbos during the 9 days, if you don’t cut the nails?.
 ###answer 
 This week this should be avoided, as tomorrow is Rosh Chodesh, unless you do this every week."
" Is it true that one must wear a hat and jacket (and gartel if married) for Krias Shema al Hamita? What about HaMapil, after which we’re not meant to do anything–won’t we need to remove and hang up our suit jacket, pants, hat, etc.?","It was the Minhag of many elder Chassidim to say Krias Shema while wearing a hat and jacket as well as a Gartel. However it’s not a halachic requirement, rather it helps one focus better and have proper Kavanah while saying Krias Shena.
The Brochoh of Hamapil should be said while already in bed (obviously while dressed appropriately to say Hashem’s name).","###question 
  Is it true that one must wear a hat and jacket (and gartel if married) for Krias Shema al Hamita? What about HaMapil, after which we’re not meant to do anything–won’t we need to remove and hang up our suit jacket, pants, hat, etc.?.
 ###answer 
 It was the Minhag of many elder Chassidim to say Krias Shema while wearing a hat and jacket as well as a Gartel. However it’s not a halachic requirement, rather it helps one focus better and have proper Kavanah while saying Krias Shena.
The Brochoh of Hamapil should be said while already in bed (obviously while dressed appropriately to say Hashem’s name)."
