question,answer,text
 אני עורך סדר פסח לזקנים דוברי רוסית. אני רוצה להתחיל את הסדר מוקדם מזמן צאת הכוכבים מכיוון שהם לא יוכלו לשבת כל כך מאוחר ועוד זמן קידוש ושאר הדברים. האם אוכל להתחיל את הסדר מפלג המנחה?,"בנדון כזה אפשר לסמוך על המקילים בשעת הדחק. מצה חייבת להיות בלילה.
מקורות:
ראה בארוכה מה שכתבנו בקובץ התמים בשעתו (גליון כב – ניסן ה’תשס”ג).","###question 
  אני עורך סדר פסח לזקנים דוברי רוסית. אני רוצה להתחיל את הסדר מוקדם מזמן צאת הכוכבים מכיוון שהם לא יוכלו לשבת כל כך מאוחר ועוד זמן קידוש ושאר הדברים. האם אוכל להתחיל את הסדר מפלג המנחה?.
 ###answer 
 בנדון כזה אפשר לסמוך על המקילים בשעת הדחק. מצה חייבת להיות בלילה.
מקורות:
ראה בארוכה מה שכתבנו בקובץ התמים בשעתו (גליון כב – ניסן ה’תשס”ג)."
 In which tone should Shmoneh Esreh be recited?,"
Here is a quote from the Alter Rebbe’s Shulchan Aruch (OCH 101:2):
“One should not pray in his heart alone. Rather, he should articulate the words with his lips and whisper them audibly [the literal translation of the original would be: “make them heard by his ears”]. He should not, however, make his voice heard (by someone standing more than four cubits away), as it is written [regarding Chanh in I Shmuel 1:13] , “Only her lips were moving, but her voice was not heard.” A person who projects his voice during She­moneh Esreh is one of those whose faith is meager — as if the Holy One, blessed be He, would not hear a whispered prayer. (The Sages ordained that Shemoneh Esreh should be uttered in an absolute whisper, i.e., it should be heard by one’s own ears alone, so as not to embarrass transgressors who confess their sins when praying.)
Now, the Zoher and some Mekubalim (referenced in Likkutei Sichos vol. 35 in the Sicha (1) for Parshas Vayigash) hold that although one must verbalize his words, it should still be done completely quietly that even one himself shouldn’t hear himself. (This is because uncording to Kabbalah She­moneh Esreh is an expression of the highest level of Bittul where one’s entire being is completely nullified, thus his voice isn’t heard).
I have yet to find any reliable source which says that in this case we should follow the mekubalim, and there are Poskim (also brought by the Rebbe in that Sicha) who write that this instruction of the Arizal was a horoah l’yochid, and wasn’t directed to the public.
Therefore one should follow what is written in Shulchan Aruch.","###question 
  In which tone should Shmoneh Esreh be recited?.
 ###answer 
 
Here is a quote from the Alter Rebbe’s Shulchan Aruch (OCH 101:2):
“One should not pray in his heart alone. Rather, he should articulate the words with his lips and whisper them audibly [the literal translation of the original would be: “make them heard by his ears”]. He should not, however, make his voice heard (by someone standing more than four cubits away), as it is written [regarding Chanh in I Shmuel 1:13] , “Only her lips were moving, but her voice was not heard.” A person who projects his voice during She­moneh Esreh is one of those whose faith is meager — as if the Holy One, blessed be He, would not hear a whispered prayer. (The Sages ordained that Shemoneh Esreh should be uttered in an absolute whisper, i.e., it should be heard by one’s own ears alone, so as not to embarrass transgressors who confess their sins when praying.)
Now, the Zoher and some Mekubalim (referenced in Likkutei Sichos vol. 35 in the Sicha (1) for Parshas Vayigash) hold that although one must verbalize his words, it should still be done completely quietly that even one himself shouldn’t hear himself. (This is because uncording to Kabbalah She­moneh Esreh is an expression of the highest level of Bittul where one’s entire being is completely nullified, thus his voice isn’t heard).
I have yet to find any reliable source which says that in this case we should follow the mekubalim, and there are Poskim (also brought by the Rebbe in that Sicha) who write that this instruction of the Arizal was a horoah l’yochid, and wasn’t directed to the public.
Therefore one should follow what is written in Shulchan Aruch."
" Can a Sukkah be built under a screened enclosure?
Hi Rabbi Braun,
Someone moving to our community is looking into buying this house. They have a big sukkah and only place it will fit is in their backyard. The issue is that their whole backyard is screened. They want to know is they can build it under a screened enclosure.
I found this discussed in שבת הקהתי ה, קו and he seems to say it’s fine. I’m not sure if his svoro/psak is correct. Is his psak accurate? Can it be done?
See attached pic of enclosure and the tshuva.","
Being that the screen is pasul for schach, that renders the area of schach directly under the screen invalid. One would therefore need to estimate that if one were to remove those areas of schach which is directly under each wire, whether the sukkah would still have more shade than sun.
See below for a detailed discussion.","###question 
  Can a Sukkah be built under a screened enclosure?
Hi Rabbi Braun,
Someone moving to our community is looking into buying this house. They have a big sukkah and only place it will fit is in their backyard. The issue is that their whole backyard is screened. They want to know is they can build it under a screened enclosure.
I found this discussed in שבת הקהתי ה, קו and he seems to say it’s fine. I’m not sure if his svoro/psak is correct. Is his psak accurate? Can it be done?
See attached pic of enclosure and the tshuva..
 ###answer 
 
Being that the screen is pasul for schach, that renders the area of schach directly under the screen invalid. One would therefore need to estimate that if one were to remove those areas of schach which is directly under each wire, whether the sukkah would still have more shade than sun.
See below for a detailed discussion."
" A couple of years ago, I accidentally consumed and enjoyed Chalav Akum. I was taught that Chalav Akum can cause Timtum Halev, and I want to do Teshuva. Can the Rov give me a Tikkun for this?","Tzedaka in the equivalent of the meals eaten on 41 days should be given.
This Tzedaka does not have to be given at once and can be given over time.","###question 
  A couple of years ago, I accidentally consumed and enjoyed Chalav Akum. I was taught that Chalav Akum can cause Timtum Halev, and I want to do Teshuva. Can the Rov give me a Tikkun for this?.
 ###answer 
 Tzedaka in the equivalent of the meals eaten on 41 days should be given.
This Tzedaka does not have to be given at once and can be given over time."
 Are we allowed to take showers on a Three day Yom Tov?,"Firstly, the allowances given here to showering on Yom Tov is only when the following conditions are met:
a) One will assure not to run into the problem of סחיטה (squeezing) by their wet hair. That is to be careful from squeezing one’s hair from the washing till the drying. Therefore putting a soap or shampoo on the hair may not be done.
b) There is no allowance to use bar soaps since that is considered Me’machek (see Mishna Berurah 326:30). 
c) No fire can be lit or activated by turning on the shower faucet, therefore if the boiler was lit before Yom Tov that should help. However every case needs to be individually checked how the hot water system works in the shower.
Cold water shower on Yom Tov –
It is permissible to take a cold water shower (when fulfilling the conditions mentioned above) when a person is in great pain. See Shulchan Aruch Orach Chayim 326:1 & Alter Rebbe Shulchan Aruch ibid. The Alter Rebbe (ibid:6) concludes that it is the custom not to wash (bath in the outdoor lakes) even in cold water even when there is no prohibition attached to it. The Aruch Hashulchan (326:9) writes on this, “one who breaks this safeguard imposed by the Rishonim [custom of refraining from bathing in rivers, lakes and ponds] , on him it says ‘one who breaks the fence should be bitten by a snake’…”
With that said, the Shemiras Shabbos Kehilchasa 14:11 (source is from Hagaos R. Akiva Eiger 326) brings that a person in pain may have a cold wash, the reasons is since if it is not in a lake, rather just a shower there are less concerns in Halacha.
One should not do this in a public setting like a mikvah. (People might not understand or think that one can also freely use hot water as well.) See Shulchan Aruch Orach Chayim 511:2.
Follow up Question on Showers on Yom Tov
Hot water shower on Yom Tov –
The Alter Rebbe (Shulchan Aruch Orach Chayim 511:1) after bringing a more lenient view, concludes that the custom follows like the view (Rema 511:2) that forbids one to wash his whole body in hot water that was heated on Yom Tov. This is since washing every day is not שוה לכל נפש  (necessary for every person) and adds that even if it was heated before Yom Tov we still are to forbid the washing of the whole body by way of decree.
Today it is regular to shower daily, so some Poskim are lenient in extenuating circumstances (where cold water for some reason is not able to clean them) see Mishna Berurah (511:18) allows hot water even if it was heated on Yom Tov. However, as mentioned, the Alter Rebbe does not allow this. Therefore one can wash limb by limb in warm water. when the water is heated before Yom Tov. One should turn on the faucet to wash the face, hands and feet, and can keep the water on to continue washing the rest of the limbs. See Alter Rebbe ibid in the parenthesis.
Little children – 
As mentioned, the Alter Rebbe seems to be stringent (by way of custom even with little children who sometimes do not bathe every day), therefore it is best to wash a child limb by limb as mentioned above. If this is not possible, it seems that in extenuating circumstances for example the child could get bad rashes, one can rely on the Mishna Berurah (511:18) who allows to wash a child in hot water on Yom Tov. This would be if it is not possible to wash the little child limb by limb. The water would need to be heated before Yom Tov.","###question 
  Are we allowed to take showers on a Three day Yom Tov?.
 ###answer 
 Firstly, the allowances given here to showering on Yom Tov is only when the following conditions are met:
a) One will assure not to run into the problem of סחיטה (squeezing) by their wet hair. That is to be careful from squeezing one’s hair from the washing till the drying. Therefore putting a soap or shampoo on the hair may not be done.
b) There is no allowance to use bar soaps since that is considered Me’machek (see Mishna Berurah 326:30). 
c) No fire can be lit or activated by turning on the shower faucet, therefore if the boiler was lit before Yom Tov that should help. However every case needs to be individually checked how the hot water system works in the shower.
Cold water shower on Yom Tov –
It is permissible to take a cold water shower (when fulfilling the conditions mentioned above) when a person is in great pain. See Shulchan Aruch Orach Chayim 326:1 & Alter Rebbe Shulchan Aruch ibid. The Alter Rebbe (ibid:6) concludes that it is the custom not to wash (bath in the outdoor lakes) even in cold water even when there is no prohibition attached to it. The Aruch Hashulchan (326:9) writes on this, “one who breaks this safeguard imposed by the Rishonim [custom of refraining from bathing in rivers, lakes and ponds] , on him it says ‘one who breaks the fence should be bitten by a snake’…”
With that said, the Shemiras Shabbos Kehilchasa 14:11 (source is from Hagaos R. Akiva Eiger 326) brings that a person in pain may have a cold wash, the reasons is since if it is not in a lake, rather just a shower there are less concerns in Halacha.
One should not do this in a public setting like a mikvah. (People might not understand or think that one can also freely use hot water as well.) See Shulchan Aruch Orach Chayim 511:2.
Follow up Question on Showers on Yom Tov
Hot water shower on Yom Tov –
The Alter Rebbe (Shulchan Aruch Orach Chayim 511:1) after bringing a more lenient view, concludes that the custom follows like the view (Rema 511:2) that forbids one to wash his whole body in hot water that was heated on Yom Tov. This is since washing every day is not שוה לכל נפש  (necessary for every person) and adds that even if it was heated before Yom Tov we still are to forbid the washing of the whole body by way of decree.
Today it is regular to shower daily, so some Poskim are lenient in extenuating circumstances (where cold water for some reason is not able to clean them) see Mishna Berurah (511:18) allows hot water even if it was heated on Yom Tov. However, as mentioned, the Alter Rebbe does not allow this. Therefore one can wash limb by limb in warm water. when the water is heated before Yom Tov. One should turn on the faucet to wash the face, hands and feet, and can keep the water on to continue washing the rest of the limbs. See Alter Rebbe ibid in the parenthesis.
Little children – 
As mentioned, the Alter Rebbe seems to be stringent (by way of custom even with little children who sometimes do not bathe every day), therefore it is best to wash a child limb by limb as mentioned above. If this is not possible, it seems that in extenuating circumstances for example the child could get bad rashes, one can rely on the Mishna Berurah (511:18) who allows to wash a child in hot water on Yom Tov. This would be if it is not possible to wash the little child limb by limb. The water would need to be heated before Yom Tov."
If a family is going away for Pesach and selling the whole house but has a non-religious son that will be staying in the house. Forcing him to leave will cause strife. He will probably eat some of the Chometz. Does this effect the validity of the sale?,"
They should have done Bedika and removed Chometz instead of selling.
Nonetheless, the sale is still valid.","###question 
 If a family is going away for Pesach and selling the whole house but has a non-religious son that will be staying in the house. Forcing him to leave will cause strife. He will probably eat some of the Chometz. Does this effect the validity of the sale?.
 ###answer 
 
They should have done Bedika and removed Chometz instead of selling.
Nonetheless, the sale is still valid."
" If someone takes a plastic gallon of water and pours water into a cooking Cholent does the water bottle become Fleishig?
If they took the same water and poured it into the Keurig machine while cold is there any problem? The water being poured was always cold.","
If there was hot steam coming out of the Cholent when the water was poured (and still hot when reaching the bottle) then the bottle is Fleishig and this is a problem for the Keurig machine.
If though there was no hot steam coming out of the Cholent, then this poses no problem for the Keurig machine. Regarding the plastic bottle one should consider it Fleishig.
See also the following link to our website for more details:
Article: Are Public Hot-Water Urns Kosher?","###question 
  If someone takes a plastic gallon of water and pours water into a cooking Cholent does the water bottle become Fleishig?
If they took the same water and poured it into the Keurig machine while cold is there any problem? The water being poured was always cold..
 ###answer 
 
If there was hot steam coming out of the Cholent when the water was poured (and still hot when reaching the bottle) then the bottle is Fleishig and this is a problem for the Keurig machine.
If though there was no hot steam coming out of the Cholent, then this poses no problem for the Keurig machine. Regarding the plastic bottle one should consider it Fleishig.
See also the following link to our website for more details:
Article: Are Public Hot-Water Urns Kosher?"
Where in this Teffilah is there Malchus? Or is it just Shigra DeLishna?,"Do we omit ה’ אלוקינו ואלקי אבותינו, and say יהי רצון שתוליכנו or only omit Hashem’s name at the end? If yes can one not omit it and say אלוקינו with a ק? Same regarding can one say ברוך אתה השם or you need to say ברוך אתה שומע תפילה?
Is there a specific time to say it? After Davening?
Does one say it on Shabbos?
א) עיין בטעמים ומקורות.
ב) לברך כרגיל ולחתום “ברוך אתה שומע תפילה”.
ג) מיד אחרי התפלה.
ד) אין לברך בשבת.
טעמים ומקורות: 
עיין בסידור רבינו הזקן עם הערות וביאורים (ראסקין) דף ר”א בהערות ובשולי הגליון שם מה שציין, וכן במילואים ס’ ט”ו וט”ז, שהאריך בכל ספיקות הנ”ל, ובהנהגות רבותינו נשיאינו .
עכ”פ למעשה יש לברך כרגיל היהי רצון עם שם ורק לא לחתום בשם דהיינו לומר “ברוך אתה שומע תפילה״. (ולהעיר שבתשובת הריב”ש סי’ ת”ח מפורש לומר ברוך אתה השם), וכדיוק לשון אדה״ז “ויחתום ברוך אתה שומע תפילה בלי וכו׳״, ועיין בסידור הנ”ל  בהערה 7 שהעיר מהנוסח כאן עם המילה אתה, מה שלא נמצא בשאר ברכות בלי שם ומלכות. ועיין אדה”ז סימן מ”ו ס”י בנוגע לברכת אתה הוא עד שלא נברא… לחתום בלא שם ומלכות, ובסידור החתימה היא “ברוך המקדש עמו…” וכן בסימן קכ”ז ס”א.
יש לברך אותה אחרי תפילה – ספר המנהגים ע’ 23, לוח היום יום י”ט תמוז – ועיין בסידור הנ”ל בשולי הגליון ** ו *** טעמים על זה.
בשבת אין לברך תפילת הדרך מצד בקשיו צרכיו – עיין בסידור הנ”ל שם בשולי הגליון*, ועיין קצוה”ש סימן ס”ז הערה ו. וראה גם מה שכתבנו במדריך לימי הקיץ. ואכ״מ.","###question 
 Where in this Teffilah is there Malchus? Or is it just Shigra DeLishna?.
 ###answer 
 Do we omit ה’ אלוקינו ואלקי אבותינו, and say יהי רצון שתוליכנו or only omit Hashem’s name at the end? If yes can one not omit it and say אלוקינו with a ק? Same regarding can one say ברוך אתה השם or you need to say ברוך אתה שומע תפילה?
Is there a specific time to say it? After Davening?
Does one say it on Shabbos?
א) עיין בטעמים ומקורות.
ב) לברך כרגיל ולחתום “ברוך אתה שומע תפילה”.
ג) מיד אחרי התפלה.
ד) אין לברך בשבת.
טעמים ומקורות: 
עיין בסידור רבינו הזקן עם הערות וביאורים (ראסקין) דף ר”א בהערות ובשולי הגליון שם מה שציין, וכן במילואים ס’ ט”ו וט”ז, שהאריך בכל ספיקות הנ”ל, ובהנהגות רבותינו נשיאינו .
עכ”פ למעשה יש לברך כרגיל היהי רצון עם שם ורק לא לחתום בשם דהיינו לומר “ברוך אתה שומע תפילה״. (ולהעיר שבתשובת הריב”ש סי’ ת”ח מפורש לומר ברוך אתה השם), וכדיוק לשון אדה״ז “ויחתום ברוך אתה שומע תפילה בלי וכו׳״, ועיין בסידור הנ”ל  בהערה 7 שהעיר מהנוסח כאן עם המילה אתה, מה שלא נמצא בשאר ברכות בלי שם ומלכות. ועיין אדה”ז סימן מ”ו ס”י בנוגע לברכת אתה הוא עד שלא נברא… לחתום בלא שם ומלכות, ובסידור החתימה היא “ברוך המקדש עמו…” וכן בסימן קכ”ז ס”א.
יש לברך אותה אחרי תפילה – ספר המנהגים ע’ 23, לוח היום יום י”ט תמוז – ועיין בסידור הנ”ל בשולי הגליון ** ו *** טעמים על זה.
בשבת אין לברך תפילת הדרך מצד בקשיו צרכיו – עיין בסידור הנ”ל שם בשולי הגליון*, ועיין קצוה”ש סימן ס”ז הערה ו. וראה גם מה שכתבנו במדריך לימי הקיץ. ואכ״מ."
Q. Is one allowed to ride with an Uber when a cross is dangling from the driver’s mirror?,"A. Yes.
Q. Is there a problem to daven and learn Torah while I’m in the taxi?
A. If you are not directly facing it, it is permissible.","###question 
 Q. Is one allowed to ride with an Uber when a cross is dangling from the driver’s mirror?.
 ###answer 
 A. Yes.
Q. Is there a problem to daven and learn Torah while I’m in the taxi?
A. If you are not directly facing it, it is permissible."
 If a Moisad (a shul) takes a loan from an individual does the Issur of Ribbis apply? Does it need a Heter Iska?,"A Hetter Iska should be arranged.
Reasons in brief:
1. There is room for leniency only when the Ribbis is not D’Orayso.
2. Even then, this leniency applies only when there is no other readily available option, and the Mitzvah would otherwise not happen. However, in this case, it seems that a Hetter Iska can be arranged.
3. Even in cases where there is room for leniency, it is not unanimous whether the leniency applies from the perspective of the lender as well.","###question 
  If a Moisad (a shul) takes a loan from an individual does the Issur of Ribbis apply? Does it need a Heter Iska?.
 ###answer 
 A Hetter Iska should be arranged.
Reasons in brief:
1. There is room for leniency only when the Ribbis is not D’Orayso.
2. Even then, this leniency applies only when there is no other readily available option, and the Mitzvah would otherwise not happen. However, in this case, it seems that a Hetter Iska can be arranged.
3. Even in cases where there is room for leniency, it is not unanimous whether the leniency applies from the perspective of the lender as well."
" I Daven Nusach Ari. The Minyan I go to is Ashkenaz, Do I need to adjust Kedusha, Keser, Brich hu or Kein Yehi Ratzon according to their Nusach, since some of these are said Bekol?","Daven our Nusach quietly.
מחלוקת אחרונים. והרבה טעמים לקולא – לא תתגודדו במנהגא כשאי״ב איסור – פס״ד להצ״צ או״ח ח, ב ד״ה והנה. וראה בהערת מו״ל שבסוה״ס במהדו״ח הוספה בכתי״ק. ונמצא גם בשו״ת מהדו״ח או״ח ב, פה. ועוד טעם בשו״ת מהרם שיק או״ח מג. וראה גם עד״ז באג״ק יד ע׳ שצא שתלוי בב׳ תי׳ הרא״ש יבמות יד, א וראה שו״ת קרן לדוד או״ח יט להקל גם בחזרת הש״צ. ובשו״ת מנח״י ז, ה שאין הכרח להתפלל קדושה בקו״ר (אבל עיי״ש דס״ל שאינו בגדר קדושה בציבור באופן  זה. וצ״ע). וכן מעשה רב של הגרנ״א וחת״ס. ובשו״ת שו״מ תנינא א, רמז החמיר רק לענין חזרת הש״צ ולא בקדושה. וראה גם שו״ת יבי״א ג, ו. וכ״מ דעת רבינו – ראה אג״ק חי״ד ע׳ צא וע׳ שצא.","###question 
  I Daven Nusach Ari. The Minyan I go to is Ashkenaz, Do I need to adjust Kedusha, Keser, Brich hu or Kein Yehi Ratzon according to their Nusach, since some of these are said Bekol?.
 ###answer 
 Daven our Nusach quietly.
מחלוקת אחרונים. והרבה טעמים לקולא – לא תתגודדו במנהגא כשאי״ב איסור – פס״ד להצ״צ או״ח ח, ב ד״ה והנה. וראה בהערת מו״ל שבסוה״ס במהדו״ח הוספה בכתי״ק. ונמצא גם בשו״ת מהדו״ח או״ח ב, פה. ועוד טעם בשו״ת מהרם שיק או״ח מג. וראה גם עד״ז באג״ק יד ע׳ שצא שתלוי בב׳ תי׳ הרא״ש יבמות יד, א וראה שו״ת קרן לדוד או״ח יט להקל גם בחזרת הש״צ. ובשו״ת מנח״י ז, ה שאין הכרח להתפלל קדושה בקו״ר (אבל עיי״ש דס״ל שאינו בגדר קדושה בציבור באופן  זה. וצ״ע). וכן מעשה רב של הגרנ״א וחת״ס. ובשו״ת שו״מ תנינא א, רמז החמיר רק לענין חזרת הש״צ ולא בקדושה. וראה גם שו״ת יבי״א ג, ו. וכ״מ דעת רבינו – ראה אג״ק חי״ד ע׳ צא וע׳ שצא."
 Is one allowed to eat food that was left in a basket underneath a stroller while the baby was sleeping?,"The Alter Rebbe writes (Hilchos Shemiras Guf V’Nefesh 7) that one should not place a cooked dish or other foods or drinks under a bed because of the רוח רעה (evil spirit) then rests on them even if they are covered in an iron box.
With that said, there is room for leniency בדיעבד (after the fact) with food left underneath a stroller while the baby is sleeping in it for the following reasons:
Some Poskim hold that the reason of the evil spirit resting on the food (underneath a bed) is only when the bed belongs to one who if they would touch food it would cause impurity to the food if they did not first do Netilas Yadaim. Since there is some leniency (after the fact) with the touching of little babies without Netilas Yadaim (see Alter Rebbe Orach Chayim Mehadura Basra Shulchan Aruch 4:2) to food, that rule would say the same here as well. (Note, that the Alter Rebbe in the parenthesis adds that it is proper to be stringent from the touching of a child from his Bris Milah.)
The Darkei Teshuva (Yoreh Deah 116:137) brings that the problem of placing food underneath a bed is only when it is only the floor beneath it literally קרקע שתחתי’ ממש. This is not the case by a basket underneath a stroller.
The Darkei Teshuva ibid:138 brings the Sefer Mili Dichasidusa who holds that the problem of placing food under a bed is when there is marital relations on the bed.
Additionally, there are poskim that are always lenient in cases of bedieved.
Based on all these three reasons the Minchas Yitzchak (4:117) holds one can even be lenient even initially. However, it seems that based on the wording of the Alter Rebbe in both places (Shemiras Guf V’nefesh and Mehadura Basra) that one should be stringent at least initially.
Also, a stroller is not an ordinary bed. Its primary purpose is for taking a walk and short naps.
Thus, there is strong room to be lenient even initially and certainly after the fact.","###question 
  Is one allowed to eat food that was left in a basket underneath a stroller while the baby was sleeping?.
 ###answer 
 The Alter Rebbe writes (Hilchos Shemiras Guf V’Nefesh 7) that one should not place a cooked dish or other foods or drinks under a bed because of the רוח רעה (evil spirit) then rests on them even if they are covered in an iron box.
With that said, there is room for leniency בדיעבד (after the fact) with food left underneath a stroller while the baby is sleeping in it for the following reasons:
Some Poskim hold that the reason of the evil spirit resting on the food (underneath a bed) is only when the bed belongs to one who if they would touch food it would cause impurity to the food if they did not first do Netilas Yadaim. Since there is some leniency (after the fact) with the touching of little babies without Netilas Yadaim (see Alter Rebbe Orach Chayim Mehadura Basra Shulchan Aruch 4:2) to food, that rule would say the same here as well. (Note, that the Alter Rebbe in the parenthesis adds that it is proper to be stringent from the touching of a child from his Bris Milah.)
The Darkei Teshuva (Yoreh Deah 116:137) brings that the problem of placing food underneath a bed is only when it is only the floor beneath it literally קרקע שתחתי’ ממש. This is not the case by a basket underneath a stroller.
The Darkei Teshuva ibid:138 brings the Sefer Mili Dichasidusa who holds that the problem of placing food under a bed is when there is marital relations on the bed.
Additionally, there are poskim that are always lenient in cases of bedieved.
Based on all these three reasons the Minchas Yitzchak (4:117) holds one can even be lenient even initially. However, it seems that based on the wording of the Alter Rebbe in both places (Shemiras Guf V’nefesh and Mehadura Basra) that one should be stringent at least initially.
Also, a stroller is not an ordinary bed. Its primary purpose is for taking a walk and short naps.
Thus, there is strong room to be lenient even initially and certainly after the fact."
"This that we say Ana Bichoach Blachash (quietly) on Friday evening, does it also apply to the Ana Bichoach of Sefiras Ha’omer on Friday night? Does it apply to Ana Bichoach throughout the year too, in Korbanos, Kriyas Shema etc.?","
Only during Kabolas Shabbos.","###question 
 This that we say Ana Bichoach Blachash (quietly) on Friday evening, does it also apply to the Ana Bichoach of Sefiras Ha’omer on Friday night? Does it apply to Ana Bichoach throughout the year too, in Korbanos, Kriyas Shema etc.?.
 ###answer 
 
Only during Kabolas Shabbos."
" What is our practice regarding personal Tefilos during Shemoneh Esrei?
What is our practice regarding personal Tefilos such as for Refuah, Shidduch, or Parnasa? I noticed in other Siddurim a Teffila that can be inserted by Refaenu, for example, where you can mention a specific name.
I have alopecia and I want to daven for hair.
When is the best time to do that during Shemoneh Esrei? In refa’einu, shmah koleinu, elokay nitzor, etc.? Is there a specific Nusach
Does it have to be in Lashon Hakodesh?
Can I just think about the request?"," 
The correct place to make the request is in the Beracha of Shomeia Tefilla before the words “Ki Ata Shomeia Tefilas Kol Peh”. In addition you should have it in mind when reciting the Beracha of Refaeinu.
The request in the Beracha of Shomeia Tefilla should be said verbally and can be said in any language one is fluent in, preferably Loshon Hakodesh if he is fluent in it. The main thing is that it should come from the heart.
The request shouldn’t be said at every single tefillah in a set standardized nusach.","###question 
  What is our practice regarding personal Tefilos during Shemoneh Esrei?
What is our practice regarding personal Tefilos such as for Refuah, Shidduch, or Parnasa? I noticed in other Siddurim a Teffila that can be inserted by Refaenu, for example, where you can mention a specific name.
I have alopecia and I want to daven for hair.
When is the best time to do that during Shemoneh Esrei? In refa’einu, shmah koleinu, elokay nitzor, etc.? Is there a specific Nusach
Does it have to be in Lashon Hakodesh?
Can I just think about the request?.
 ###answer 
  
The correct place to make the request is in the Beracha of Shomeia Tefilla before the words “Ki Ata Shomeia Tefilas Kol Peh”. In addition you should have it in mind when reciting the Beracha of Refaeinu.
The request in the Beracha of Shomeia Tefilla should be said verbally and can be said in any language one is fluent in, preferably Loshon Hakodesh if he is fluent in it. The main thing is that it should come from the heart.
The request shouldn’t be said at every single tefillah in a set standardized nusach."
Where in this Teffilah is there Malchus? Or is it just Shigra DeLishna?,"Do we omit ה’ אלוקינו ואלקי אבותינו, and say יהי רצון שתוליכנו or only omit Hashem’s name at the end? If yes can one not omit it and say אלוקינו with a ק? Same regarding can one say ברוך אתה השם or you need to say ברוך אתה שומע תפילה?
Is there a specific time to say it? After Davening?
Does one say it on Shabbos?
א) עיין בטעמים ומקורות.
ב) לברך כרגיל ולחתום “ברוך אתה שומע תפילה”.
ג) מיד אחרי התפלה.
ד) אין לברך בשבת.
טעמים ומקורות: 
עיין בסידור רבינו הזקן עם הערות וביאורים (ראסקין) דף ר”א בהערות ובשולי הגליון שם מה שציין, וכן במילואים ס’ ט”ו וט”ז, שהאריך בכל ספיקות הנ”ל, ובהנהגות רבותינו נשיאינו .
עכ”פ למעשה יש לברך כרגיל היהי רצון עם שם ורק לא לחתום בשם דהיינו לומר “ברוך אתה שומע תפילה״. (ולהעיר שבתשובת הריב”ש סי’ ת”ח מפורש לומר ברוך אתה השם), וכדיוק לשון אדה״ז “ויחתום ברוך אתה שומע תפילה בלי וכו׳״, ועיין בסידור הנ”ל  בהערה 7 שהעיר מהנוסח כאן עם המילה אתה, מה שלא נמצא בשאר ברכות בלי שם ומלכות. ועיין אדה”ז סימן מ”ו ס”י בנוגע לברכת אתה הוא עד שלא נברא… לחתום בלא שם ומלכות, ובסידור החתימה היא “ברוך המקדש עמו…” וכן בסימן קכ”ז ס”א.
יש לברך אותה אחרי תפילה – ספר המנהגים ע’ 23, לוח היום יום י”ט תמוז – ועיין בסידור הנ”ל בשולי הגליון ** ו *** טעמים על זה.
בשבת אין לברך תפילת הדרך מצד בקשיו צרכיו – עיין בסידור הנ”ל שם בשולי הגליון*, ועיין קצוה”ש סימן ס”ז הערה ו. וראה גם מה שכתבנו במדריך לימי הקיץ. ואכ״מ.","###question 
 Where in this Teffilah is there Malchus? Or is it just Shigra DeLishna?.
 ###answer 
 Do we omit ה’ אלוקינו ואלקי אבותינו, and say יהי רצון שתוליכנו or only omit Hashem’s name at the end? If yes can one not omit it and say אלוקינו with a ק? Same regarding can one say ברוך אתה השם or you need to say ברוך אתה שומע תפילה?
Is there a specific time to say it? After Davening?
Does one say it on Shabbos?
א) עיין בטעמים ומקורות.
ב) לברך כרגיל ולחתום “ברוך אתה שומע תפילה”.
ג) מיד אחרי התפלה.
ד) אין לברך בשבת.
טעמים ומקורות: 
עיין בסידור רבינו הזקן עם הערות וביאורים (ראסקין) דף ר”א בהערות ובשולי הגליון שם מה שציין, וכן במילואים ס’ ט”ו וט”ז, שהאריך בכל ספיקות הנ”ל, ובהנהגות רבותינו נשיאינו .
עכ”פ למעשה יש לברך כרגיל היהי רצון עם שם ורק לא לחתום בשם דהיינו לומר “ברוך אתה שומע תפילה״. (ולהעיר שבתשובת הריב”ש סי’ ת”ח מפורש לומר ברוך אתה השם), וכדיוק לשון אדה״ז “ויחתום ברוך אתה שומע תפילה בלי וכו׳״, ועיין בסידור הנ”ל  בהערה 7 שהעיר מהנוסח כאן עם המילה אתה, מה שלא נמצא בשאר ברכות בלי שם ומלכות. ועיין אדה”ז סימן מ”ו ס”י בנוגע לברכת אתה הוא עד שלא נברא… לחתום בלא שם ומלכות, ובסידור החתימה היא “ברוך המקדש עמו…” וכן בסימן קכ”ז ס”א.
יש לברך אותה אחרי תפילה – ספר המנהגים ע’ 23, לוח היום יום י”ט תמוז – ועיין בסידור הנ”ל בשולי הגליון ** ו *** טעמים על זה.
בשבת אין לברך תפילת הדרך מצד בקשיו צרכיו – עיין בסידור הנ”ל שם בשולי הגליון*, ועיין קצוה”ש סימן ס”ז הערה ו. וראה גם מה שכתבנו במדריך לימי הקיץ. ואכ״מ."
